region,Needed_unprotected_percent_convertible,new_managed,needed_managed
Europe_Non_EU,29.97778316,86.21001145,56.23222829
Europe_Non_EU,29.97778316,86.21001145,56.23222829
Europe_Non_EU,29.97778316,86.21001145,56.23222829
Europe_Non_EU,29.97778316,86.21001145,56.23222829
European Free Trade Association,5.528594304,52.64295705,47.11436275
European Free Trade Association,5.528594304,52.64295705,47.11436275
European Free Trade Association,5.528594304,52.64295705,47.11436275
European Free Trade Association,5.528594304,52.64295705,47.11436275
European Free Trade Association,5.528594304,52.64295705,47.11436275
Global,15.74963376,60.17297748,44.42334372
Global,15.74963376,60.17297748,44.42334372
Global,15.74963376,60.17297748,44.42334372
Global,15.74963376,60.17297748,44.42334372
Global,15.74963376,60.17297748,44.42334372
India,47.92787331,84.54436512,36.61649181
India,47.92787331,84.54436512,36.61649181
India,47.92787331,84.54436512,36.61649181
India,47.92787331,84.54436512,36.61649181
India,47.92787331,84.54436512,36.61649181
Indonesia,15.26796788,81.3058071,66.03783922
Indonesia,15.26796788,81.3058071,66.03783922
Indonesia,15.26796788,81.3058071,66.03783922
Japan,-4.509871848,66.18617567,70.69604752
Japan,-4.509871848,66.18617567,70.69604752
Japan,-4.509871848,66.18617567,70.69604752
Japan,-4.509871848,66.18617567,70.69604752
Japan,-4.509871848,66.18617567,70.69604752
Mexico,12.98376149,79.68360351,66.69984202
Mexico,12.98376149,79.68360351,66.69984202
Mexico,12.98376149,79.68360351,66.69984202
Mexico,12.98376149,79.68360351,66.69984202
Mexico,12.98376149,79.68360351,66.69984202
Middle East,23.89956546,41.76786743,17.86830197
Middle East,23.89956546,41.76786743,17.86830197
Middle East,23.89956546,41.76786743,17.86830197
Middle East,23.89956546,41.76786743,17.86830197
Middle East,23.89956546,41.76786743,17.86830197
Pakistan,53.01547446,75.42325024,22.40777578
Pakistan,53.01547446,75.42325024,22.40777578
Pakistan,53.01547446,75.42325024,22.40777578
Pakistan,53.01547446,75.42325024,22.40777578
Pakistan,53.01547446,75.42325024,22.40777578
Russia,17.65766227,28.23556258,10.57790031
Russia,17.65766227,28.23556258,10.57790031
Russia,17.65766227,28.23556258,10.57790031
Russia,17.65766227,28.23556258,10.57790031
Russia,17.65766227,28.23556258,10.57790031
South Africa,23.89639737,73.46503867,49.5686413
South Africa,23.89639737,73.46503867,49.5686413
South Africa,23.89639737,73.46503867,49.5686413
South Africa,23.89639737,73.46503867,49.5686413
South Africa,23.89639737,73.46503867,49.5686413
South America_Northern,-12.39195159,61.21557563,73.60752722
South America_Northern,-12.39195159,61.21557563,73.60752722
South America_Northern,-12.39195159,61.21557563,73.60752722
South America_Northern,-12.39195159,61.21557563,73.60752722
South America_Northern,-12.39195159,61.21557563,73.60752722
South America_Southern,14.83480946,79.35451612,64.51970666
South America_Southern,14.83480946,79.35451612,64.51970666
South America_Southern,14.83480946,79.35451612,64.51970666
South America_Southern,14.83480946,79.35451612,64.51970666
South America_Southern,14.83480946,79.35451612,64.51970666
South Asia,21.70020588,50.22032371,28.52011783
South Asia,21.70020588,50.22032371,28.52011783
South Asia,21.70020588,50.22032371,28.52011783
South Asia,21.70020588,50.22032371,28.52011783
South Asia,21.70020588,50.22032371,28.52011783
South Korea,12.23215769,76.73610088,64.50394319
South Korea,12.23215769,76.73610088,64.50394319
South Korea,12.23215769,76.73610088,64.50394319
South Korea,12.23215769,76.73610088,64.50394319
Southeast Asia,15.39575541,82.5712388,67.17548339
Southeast Asia,15.39575541,82.5712388,67.17548339
Southeast Asia,15.39575541,82.5712388,67.17548339
Southeast Asia,15.39575541,82.5712388,67.17548339
Southeast Asia,15.39575541,82.5712388,67.17548339
Taiwan,3.728740045,58.51755737,54.78881733
Taiwan,3.728740045,58.51755737,54.78881733
Taiwan,3.728740045,58.51755737,54.78881733
Taiwan,3.728740045,58.51755737,54.78881733
USA,11.11069666,64.97536419,53.86466753
USA,11.11069666,64.97536419,53.86466753
USA,11.11069666,64.97536419,53.86466753
USA,11.11069666,64.97536419,53.86466753
USA,11.11069666,64.97536419,53.86466753
