# File: ./example_outputs/basins235/Land_type_area_ha.csv
# Author: moirai
# Description: area (ha) for land cells in country X glu X land type X protected category X year
# Original source: hyde land use areas; reference veg; land cover; country raster; glu raster; hyde land area
# ----------
iso,glu_code,land_type,year,value
can,23,715,2016,7265
can,23,716,2016,96
can,23,717,2016,232
can,23,721,2016,3045
can,23,722,2016,112432
can,23,723,2016,494
can,23,724,2016,1
can,23,725,2016,736
can,23,726,2016,29
can,23,727,2016,31
can,23,731,2016,754
can,23,732,2016,1168
can,23,733,2016,81
can,23,735,2016,1
can,23,736,2016,17
can,23,801,2016,3409
can,23,806,2016,16
can,23,901,2016,3357
can,23,902,2016,58522
can,23,903,2016,928
can,23,905,2016,5773
can,23,906,2016,35
can,23,907,2016,229
can,23,911,2016,5388
can,23,912,2016,180267
can,23,913,2016,867
can,23,915,2016,8649
can,23,916,2016,38
can,23,917,2016,479
can,23,921,2016,1126
can,23,922,2016,17137
can,23,923,2016,51
can,23,925,2016,903
can,23,926,2016,6
can,23,927,2016,171
can,23,931,2016,931
can,23,932,2016,1198
can,23,935,2016,84
can,23,937,2016,79
can,23,1001,2016,1018614
can,23,1002,2016,9611906
can,23,1003,2016,445693
can,23,1004,2016,7838
can,23,1005,2016,627445
can,23,1006,2016,174078
can,23,1007,2016,26497
can,23,1011,2016,369031
can,23,1012,2016,25378912
can,23,1013,2016,79695
can,23,1014,2016,45
can,23,1015,2016,831446
can,23,1016,2016,3621
can,23,1017,2016,56878
can,23,1021,2016,97709
can,23,1022,2016,6597736
can,23,1023,2016,31616
can,23,1024,2016,16
can,23,1025,2016,334246
can,23,1026,2016,1053
can,23,1027,2016,17334
can,23,1031,2016,18682
can,23,1032,2016,31680
can,23,1033,2016,192
can,23,1035,2016,150
can,23,1036,2016,124
can,23,1037,2016,15
can,23,1101,2016,5620
can,23,1102,2016,1292
can,23,1103,2016,1953
can,23,1104,2016,3
can,23,1106,2016,17830
can,23,1121,2016,79
can,23,1122,2016,1
can,23,1201,2016,205242
can,23,1202,2016,1214700
can,23,1203,2016,70171
can,23,1204,2016,1992
can,23,1205,2016,78759
can,23,1206,2016,16418
can,23,1207,2016,5358
can,23,1211,2016,26301
can,23,1212,2016,1987376
can,23,1213,2016,7027
can,23,1214,2016,7
can,23,1215,2016,102983
can,23,1216,2016,756
can,23,1217,2016,10498
can,23,1221,2016,5339
can,23,1222,2016,326201
can,23,1223,2016,3058
can,23,1224,2016,1
can,23,1225,2016,29931
can,23,1226,2016,154
can,23,1227,2016,4507
can,23,1231,2016,69
can,23,1232,2016,818
can,23,1235,2016,15
can,23,1237,2016,9
can,23,1301,2016,113835
can,23,1302,2016,37060
can,23,1303,2016,18143
can,23,1304,2016,914
can,23,1305,2016,1117
can,23,1306,2016,376595
can,23,1307,2016,1702
can,23,1311,2016,1119
can,23,1312,2016,47714
can,23,1313,2016,456
can,23,1315,2016,2035
can,23,1316,2016,70
can,23,1317,2016,1159
can,23,1321,2016,612
can,23,1322,2016,30948
can,23,1323,2016,91
can,23,1325,2016,1682
can,23,1326,2016,53
can,23,1327,2016,380
can,23,1501,2016,1502
can,23,1502,2016,6
can,23,1506,2016,11699
can,23,1507,2016,45
can,27,401,2016,273447
can,27,402,2016,393160
can,27,403,2016,14608
can,27,404,2016,17
can,27,405,2016,1330
can,27,406,2016,22654
can,27,407,2016,1895
can,27,411,2016,24222
can,27,412,2016,64381
can,27,413,2016,496
can,27,415,2016,140
can,27,416,2016,376
can,27,417,2016,280
can,27,421,2016,2069
can,27,422,2016,4318
can,27,423,2016,89
can,27,425,2016,8
can,27,426,2016,80
can,27,427,2016,7
can,27,431,2016,4644
can,27,432,2016,5072
can,27,433,2016,47
can,27,435,2016,13
can,27,436,2016,130
can,27,437,2016,4
can,27,601,2016,4064499
can,27,602,2016,11960862
can,27,603,2016,926441
can,27,604,2016,164018
can,27,605,2016,35714
can,27,606,2016,1231588
can,27,607,2016,28839
can,27,611,2016,52581
can,27,612,2016,216077
can,27,613,2016,1930
can,27,614,2016,97
can,27,615,2016,601
can,27,616,2016,3934
can,27,617,2016,563
can,27,621,2016,47631
can,27,622,2016,73703
can,27,623,2016,1703
can,27,624,2016,48
can,27,625,2016,113
can,27,626,2016,3454
can,27,627,2016,234
can,27,631,2016,204
can,27,632,2016,731
can,27,633,2016,3
can,27,635,2016,1
can,27,701,2016,61987
can,27,702,2016,410847
can,27,703,2016,20344
can,27,704,2016,1148
can,27,705,2016,323
can,27,706,2016,11364
can,27,707,2016,168
can,27,711,2016,2851
can,27,712,2016,15947
can,27,713,2016,164
can,27,714,2016,1
can,27,715,2016,8
can,27,716,2016,35
can,27,721,2016,4408
can,27,722,2016,6302
can,27,723,2016,194
can,27,725,2016,4
can,27,726,2016,90
can,27,727,2016,1
can,27,731,2016,79
can,27,732,2016,324
can,27,1001,2016,637156
can,27,1002,2016,384690
can,27,1003,2016,63254
can,27,1004,2016,1371
can,27,1005,2016,4081
can,27,1006,2016,244142
can,27,1007,2016,4098
can,27,1011,2016,15445
can,27,1012,2016,33079
can,27,1013,2016,656
can,27,1014,2016,3
can,27,1015,2016,797
can,27,1016,2016,919
can,27,1017,2016,188
can,27,1021,2016,15934
can,27,1022,2016,26490
can,27,1023,2016,657
can,27,1024,2016,3
can,27,1025,2016,176
can,27,1026,2016,1026
can,27,1027,2016,55
can,27,1031,2016,2891
can,27,1032,2016,2365
can,27,1033,2016,149
can,27,1035,2016,3
can,27,1036,2016,40
can,27,1037,2016,6
can,27,1101,2016,173
can,27,1102,2016,1927
can,27,1103,2016,562
can,27,1105,2016,42
can,27,1106,2016,82
can,27,1107,2016,13
can,27,1111,2016,50
can,27,1112,2016,563
can,27,1113,2016,164
can,27,1115,2016,12
can,27,1116,2016,24
can,27,1117,2016,4
can,27,1121,2016,59
can,27,1122,2016,656
can,27,1123,2016,191
can,27,1125,2016,14
can,27,1126,2016,28
can,27,1127,2016,4
can,27,1301,2016,325482
can,27,1302,2016,25668
can,27,1303,2016,18723
can,27,1304,2016,385
can,27,1305,2016,62
can,27,1306,2016,234490
can,27,1307,2016,2043
can,27,1311,2016,1898
can,27,1312,2016,420
can,27,1315,2016,6
can,27,1316,2016,34
can,27,1317,2016,12
can,27,1321,2016,2573
can,27,1322,2016,275
can,27,1323,2016,4
can,27,1326,2016,114
can,27,1327,2016,7
can,27,1501,2016,22846
can,27,1502,2016,142
can,27,1503,2016,334
can,27,1506,2016,5485
can,27,1507,2016,85
can,27,1521,2016,51
can,27,1522,2016,1
can,27,1526,2016,2
can,34,601,2016,3929863
can,34,602,2016,13616
can,34,606,2016,4684
can,34,607,2016,23041
can,34,611,2016,8
can,34,621,2016,15807
can,34,622,2016,28
can,34,626,2016,7
can,34,627,2016,199
can,34,631,2016,140
can,34,701,2016,175056
can,34,707,2016,31
can,34,721,2016,409
can,34,1001,2016,3124929
can,34,1002,2016,1547
can,34,1006,2016,4634
can,34,1007,2016,4714
can,34,1011,2016,8
can,34,1021,2016,8689
can,34,1022,2016,2
can,34,1026,2016,8
can,34,1027,2016,1
can,34,1031,2016,149
can,34,1201,2016,1206909
can,34,1202,2016,477
can,34,1206,2016,862
can,34,1207,2016,3149
can,34,1221,2016,3612
can,34,1222,2016,1
can,34,1226,2016,1
can,34,1227,2016,1
can,34,1231,2016,23
can,34,1301,2016,427799
can,34,1321,2016,169
can,40,1,2016,26635
can,40,2,2016,6146
can,40,5,2016,211
can,40,6,2016,1630
can,40,7,2016,1263
can,40,11,2016,876
can,40,12,2016,1122
can,40,15,2016,48
can,40,16,2016,77
can,40,17,2016,119
can,40,21,2016,517
can,40,22,2016,822
can,40,25,2016,33
can,40,26,2016,22
can,40,27,2016,64
can,40,31,2016,81
can,40,32,2016,67
can,40,35,2016,1
can,40,36,2016,20
can,40,37,2016,5
can,40,401,2016,407929
can,40,402,2016,1125544
can,40,403,2016,27083
can,40,404,2016,12
can,40,405,2016,32122
can,40,406,2016,16370
can,40,407,2016,7117
can,40,411,2016,26865
can,40,412,2016,43656
can,40,413,2016,16
can,40,415,2016,80
can,40,416,2016,58
can,40,417,2016,518
can,40,421,2016,6758
can,40,422,2016,15562
can,40,423,2016,18
can,40,425,2016,118
can,40,426,2016,29
can,40,427,2016,128
can,40,431,2016,1021
can,40,432,2016,1034
can,40,435,2016,1
can,40,437,2016,19
can,40,501,2016,148945
can,40,502,2016,1813541
can,40,503,2016,58759
can,40,504,2016,43
can,40,505,2016,56629
can,40,506,2016,21717
can,40,507,2016,14295
can,40,511,2016,14543
can,40,512,2016,161187
can,40,513,2016,342
can,40,515,2016,1176
can,40,516,2016,582
can,40,517,2016,4514
can,40,521,2016,3494
can,40,522,2016,32105
can,40,523,2016,190
can,40,525,2016,443
can,40,526,2016,218
can,40,527,2016,799
can,40,531,2016,254
can,40,532,2016,1089
can,40,535,2016,11
can,40,536,2016,4
can,40,537,2016,94
can,40,601,2016,9100974
can,40,602,2016,5846936
can,40,603,2016,56966
can,40,604,2016,72
can,40,605,2016,323991
can,40,606,2016,75253
can,40,607,2016,831471
can,40,611,2016,13162
can,40,612,2016,59931
can,40,613,2016,11
can,40,615,2016,447
can,40,616,2016,232
can,40,617,2016,231
can,40,621,2016,48502
can,40,622,2016,34092
can,40,623,2016,36
can,40,625,2016,1256
can,40,626,2016,545
can,40,627,2016,4481
can,40,631,2016,537
can,40,632,2016,362
can,40,636,2016,29
can,40,637,2016,56
can,40,701,2016,152364
can,40,702,2016,158503
can,40,703,2016,1669
can,40,704,2016,1
can,40,705,2016,6725
can,40,706,2016,2099
can,40,707,2016,5500
can,40,711,2016,1917
can,40,712,2016,4814
can,40,713,2016,28
can,40,715,2016,7
can,40,716,2016,16
can,40,717,2016,31
can,40,721,2016,1357
can,40,722,2016,1452
can,40,723,2016,10
can,40,725,2016,53
can,40,726,2016,5
can,40,727,2016,17
can,40,801,2016,128706
can,40,802,2016,46723
can,40,803,2016,611
can,40,805,2016,421
can,40,806,2016,2472
can,40,807,2016,5569
can,40,811,2016,2806
can,40,812,2016,9763
can,40,815,2016,92
can,40,816,2016,28
can,40,817,2016,1062
can,40,821,2016,1010
can,40,822,2016,2924
can,40,823,2016,3
can,40,825,2016,30
can,40,826,2016,10
can,40,827,2016,333
can,40,831,2016,53
can,40,832,2016,5
can,40,1001,2016,1709844
can,40,1002,2016,294330
can,40,1003,2016,3891
can,40,1004,2016,2
can,40,1005,2016,11281
can,40,1006,2016,15377
can,40,1007,2016,221150
can,40,1011,2016,11119
can,40,1012,2016,20131
can,40,1013,2016,22
can,40,1015,2016,187
can,40,1016,2016,802
can,40,1017,2016,1149
can,40,1021,2016,13598
can,40,1022,2016,5440
can,40,1023,2016,9
can,40,1025,2016,124
can,40,1026,2016,229
can,40,1027,2016,1128
can,40,1031,2016,3642
can,40,1032,2016,1590
can,40,1035,2016,1
can,40,1037,2016,88
can,40,1101,2016,4649
can,40,1102,2016,2912
can,40,1105,2016,1443
can,40,1107,2016,1822
can,40,1201,2016,465309
can,40,1202,2016,419
can,40,1205,2016,4
can,40,1207,2016,48410
can,40,1211,2016,14
can,40,1217,2016,1
can,40,1221,2016,1933
can,40,1227,2016,106
can,40,1301,2016,8008
can,40,1302,2016,35641
can,40,1305,2016,5085
can,40,1307,2016,4242
can,40,1311,2016,26
can,40,1312,2016,776
can,40,1315,2016,173
can,40,1317,2016,20
can,40,1321,2016,78
can,40,1322,2016,636
can,40,1325,2016,70
can,40,1327,2016,16
can,223,501,2016,47
can,223,502,2016,6666
can,223,505,2016,137
can,223,511,2016,135
can,223,512,2016,13593
can,223,515,2016,357
can,223,521,2016,149
can,223,522,2016,23401
can,223,525,2016,457
can,223,601,2016,21
can,223,602,2016,5762
can,223,603,2016,2183
can,223,605,2016,153
can,223,606,2016,81
can,223,611,2016,2
can,223,612,2016,2218
can,223,613,2016,182
can,223,615,2016,73
can,223,621,2016,3
can,223,622,2016,5180
can,223,623,2016,604
can,223,625,2016,242
can,223,701,2016,4
can,223,702,2016,6214
can,223,703,2016,5982
can,223,704,2016,4
can,223,705,2016,231
can,223,706,2016,24
can,223,711,2016,4
can,223,712,2016,4158
can,223,713,2016,2844
can,223,714,2016,3
can,223,715,2016,82
can,223,716,2016,12
can,223,721,2016,1
can,223,722,2016,1595
can,223,723,2016,1028
can,223,724,2016,1
can,223,725,2016,29
can,223,726,2016,3
can,223,1001,2016,1694
can,223,1002,2016,399716
can,223,1003,2016,34651
can,223,1004,2016,32
can,223,1005,2016,182730
can,223,1006,2016,40
can,223,1007,2016,541
can,223,1011,2016,4439
can,223,1012,2016,724495
can,223,1013,2016,5163
can,223,1014,2016,10
can,223,1015,2016,92672
can,223,1016,2016,18
can,223,1017,2016,1526
can,223,1021,2016,4718
can,223,1022,2016,970511
can,223,1023,2016,14140
can,223,1024,2016,13
can,223,1025,2016,192663
can,223,1026,2016,24
can,223,1027,2016,1256
can,223,1032,2016,38
can,223,1035,2016,3
can,223,1201,2016,84
can,223,1202,2016,21912
can,223,1203,2016,21700
can,223,1205,2016,43151
can,223,1211,2016,363
can,223,1212,2016,14421
can,223,1213,2016,2774
can,223,1215,2016,1845
can,223,1221,2016,85
can,223,1222,2016,28614
can,223,1223,2016,12390
can,223,1225,2016,10047
can,227,401,2016,358661
can,227,402,2016,3960713
can,227,403,2016,372813
can,227,404,2016,2025
can,227,405,2016,6367
can,227,406,2016,42237
can,227,407,2016,25140
can,227,411,2016,39009
can,227,412,2016,447671
can,227,413,2016,3290
can,227,414,2016,96
can,227,415,2016,392
can,227,416,2016,707
can,227,417,2016,1203
can,227,421,2016,3810
can,227,422,2016,58468
can,227,423,2016,1617
can,227,424,2016,6
can,227,425,2016,49
can,227,426,2016,152
can,227,427,2016,625
can,227,431,2016,6987
can,227,432,2016,13702
can,227,433,2016,289
can,227,435,2016,96
can,227,436,2016,98
can,227,437,2016,358
can,227,501,2016,5313694
can,227,502,2016,17050396
can,227,503,2016,1586704
can,227,504,2016,8419
can,227,505,2016,433287
can,227,506,2016,127741
can,227,507,2016,298417
can,227,511,2016,274245
can,227,512,2016,3363451
can,227,513,2016,14757
can,227,514,2016,9
can,227,515,2016,4731
can,227,516,2016,2649
can,227,517,2016,11705
can,227,521,2016,25359
can,227,522,2016,314856
can,227,523,2016,4286
can,227,524,2016,24
can,227,525,2016,1456
can,227,526,2016,370
can,227,527,2016,1549
can,227,531,2016,45329
can,227,532,2016,54299
can,227,533,2016,540
can,227,535,2016,152
can,227,536,2016,83
can,227,537,2016,1483
can,227,601,2016,941632
can,227,602,2016,2789839
can,227,603,2016,242935
can,227,604,2016,2289
can,227,605,2016,45022
can,227,606,2016,94401
can,227,607,2016,13324
can,227,611,2016,6626
can,227,612,2016,17880
can,227,613,2016,443
can,227,614,2016,5
can,227,615,2016,99
can,227,616,2016,514
can,227,617,2016,41
can,227,621,2016,2431
can,227,622,2016,9660
can,227,623,2016,476
can,227,624,2016,9
can,227,625,2016,149
can,227,626,2016,183
can,227,627,2016,33
can,227,701,2016,202608
can,227,702,2016,607115
can,227,703,2016,62106
can,227,704,2016,49
can,227,705,2016,11996
can,227,706,2016,7627
can,227,707,2016,7480
can,227,711,2016,3666
can,227,712,2016,40078
can,227,713,2016,355
can,227,715,2016,77
can,227,716,2016,49
can,227,717,2016,33
can,227,721,2016,580
can,227,722,2016,4600
can,227,723,2016,93
can,227,725,2016,18
can,227,726,2016,6
can,227,727,2016,26
can,227,731,2016,2
can,227,732,2016,149
can,227,1001,2016,613427
can,227,1002,2016,3234866
can,227,1003,2016,251666
can,227,1004,2016,723
can,227,1005,2016,29735
can,227,1006,2016,32813
can,227,1007,2016,25442
can,227,1011,2016,168435
can,227,1012,2016,1889560
can,227,1013,2016,8384
can,227,1014,2016,3
can,227,1015,2016,2531
can,227,1016,2016,1923
can,227,1017,2016,5586
can,227,1021,2016,12898
can,227,1022,2016,165288
can,227,1023,2016,1196
can,227,1024,2016,2
can,227,1025,2016,165
can,227,1026,2016,215
can,227,1027,2016,259
can,227,1031,2016,77698
can,227,1032,2016,50716
can,227,1033,2016,585
can,227,1035,2016,398
can,227,1036,2016,79
can,227,1037,2016,2100
can,227,1201,2016,726
can,227,1202,2016,17797
can,227,1203,2016,626
can,227,1204,2016,9
can,227,1206,2016,482
can,227,1211,2016,17
can,227,1212,2016,565
can,227,1213,2016,1
can,227,1221,2016,2
can,227,1222,2016,59
can,227,1223,2016,1
can,227,1226,2016,1
can,229,1,2016,3883
can,229,2,2016,7633
can,229,3,2016,202
can,229,5,2016,350
can,229,6,2016,56
can,229,7,2016,28
can,229,11,2016,18
can,229,12,2016,366
can,229,13,2016,17
can,229,15,2016,3
can,229,21,2016,18
can,229,22,2016,235
can,229,25,2016,9
can,229,31,2016,858
can,229,32,2016,363
can,229,33,2016,11
can,229,35,2016,1
can,229,36,2016,18
can,229,37,2016,3
can,229,401,2016,68746
can,229,402,2016,168077
can,229,403,2016,22852
can,229,404,2016,168
can,229,405,2016,612
can,229,406,2016,3591
can,229,407,2016,2374
can,229,411,2016,10110
can,229,412,2016,18525
can,229,413,2016,297
can,229,415,2016,197
can,229,416,2016,38
can,229,417,2016,1120
can,229,421,2016,497
can,229,422,2016,1344
can,229,423,2016,21
can,229,425,2016,50
can,229,426,2016,16
can,229,427,2016,128
can,229,431,2016,7776
can,229,432,2016,4393
can,229,433,2016,16
can,229,435,2016,110
can,229,436,2016,8
can,229,437,2016,608
can,229,601,2016,4354026
can,229,602,2016,2872907
can,229,603,2016,220221
can,229,604,2016,14025
can,229,605,2016,29307
can,229,606,2016,846167
can,229,607,2016,64964
can,229,611,2016,69113
can,229,612,2016,56417
can,229,613,2016,598
can,229,614,2016,196
can,229,615,2016,1109
can,229,616,2016,2873
can,229,617,2016,1110
can,229,621,2016,22490
can,229,622,2016,13389
can,229,623,2016,161
can,229,624,2016,17
can,229,625,2016,74
can,229,626,2016,1335
can,229,627,2016,411
can,229,631,2016,2779
can,229,632,2016,1629
can,229,633,2016,64
can,229,634,2016,74
can,229,635,2016,7
can,229,636,2016,192
can,229,637,2016,68
can,229,701,2016,9689
can,229,702,2016,585
can,229,711,2016,247
can,229,712,2016,17
can,229,721,2016,51
can,229,722,2016,1
can,229,1001,2016,586241
can,229,1002,2016,264190
can,229,1003,2016,14922
can,229,1004,2016,559
can,229,1005,2016,4580
can,229,1006,2016,169529
can,229,1007,2016,6591
can,229,1011,2016,19397
can,229,1012,2016,25641
can,229,1013,2016,229
can,229,1014,2016,9
can,229,1015,2016,544
can,229,1016,2016,1170
can,229,1017,2016,376
can,229,1021,2016,8857
can,229,1022,2016,5341
can,229,1023,2016,110
can,229,1024,2016,6
can,229,1025,2016,132
can,229,1026,2016,1337
can,229,1027,2016,226
can,229,1031,2016,1781
can,229,1032,2016,2751
can,229,1033,2016,15
can,229,1034,2016,10
can,229,1035,2016,28
can,229,1036,2016,34
can,229,1037,2016,123
can,229,1301,2016,540518
can,229,1302,2016,13475
can,229,1303,2016,3309
can,229,1304,2016,1369
can,229,1305,2016,7
can,229,1306,2016,173671
can,229,1307,2016,2186
can,229,1311,2016,6031
can,229,1312,2016,161
can,229,1313,2016,9
can,229,1314,2016,4
can,229,1316,2016,333
can,229,1317,2016,13
can,229,1321,2016,834
can,229,1322,2016,19
can,229,1326,2016,20
can,229,1327,2016,1
can,229,1401,2016,1582
can,229,1402,2016,23
can,229,1406,2016,2896
can,229,1407,2016,138
can,229,1501,2016,29838
can,229,1502,2016,217
can,229,1503,2016,65
can,229,1506,2016,20662
can,229,1507,2016,143
can,232,1,2016,257
can,232,2,2016,4541
can,232,7,2016,14
can,232,11,2016,1
can,232,12,2016,13
can,232,22,2016,4
can,232,31,2016,1
can,232,32,2016,16
can,232,401,2016,124123
can,232,402,2016,2543948
can,232,403,2016,103377
can,232,404,2016,702
can,232,405,2016,2352
can,232,406,2016,3636
can,232,407,2016,432
can,232,411,2016,4427
can,232,412,2016,145522
can,232,413,2016,1433
can,232,414,2016,24
can,232,415,2016,57
can,232,416,2016,14
can,232,417,2016,2
can,232,421,2016,1332
can,232,422,2016,30554
can,232,423,2016,779
can,232,424,2016,7
can,232,425,2016,21
can,232,426,2016,19
can,232,427,2016,2
can,232,431,2016,599
can,232,432,2016,3022
can,232,433,2016,25
can,232,435,2016,12
can,232,501,2016,111942
can,232,502,2016,674069
can,232,503,2016,19596
can,232,504,2016,109
can,232,505,2016,5271
can,232,506,2016,5720
can,232,507,2016,611
can,232,511,2016,2851
can,232,512,2016,28047
can,232,513,2016,345
can,232,515,2016,38
can,232,516,2016,126
can,232,517,2016,17
can,232,521,2016,469
can,232,522,2016,4303
can,232,523,2016,134
can,232,525,2016,124
can,232,526,2016,26
can,232,527,2016,8
can,232,531,2016,100
can,232,532,2016,191
can,232,536,2016,2
can,232,701,2016,10529
can,232,702,2016,67442
can,232,703,2016,2243
can,232,704,2016,11
can,232,705,2016,450
can,232,706,2016,198
can,232,711,2016,484
can,232,712,2016,4281
can,232,713,2016,26
can,232,715,2016,2
can,232,716,2016,21
can,232,721,2016,36
can,232,722,2016,392
can,232,723,2016,12
can,232,725,2016,2
can,232,1001,2016,6826
can,232,1002,2016,160019
can,232,1003,2016,4812
can,232,1004,2016,23
can,232,1005,2016,683
can,232,1006,2016,102
can,232,1011,2016,408
can,232,1012,2016,10827
can,232,1013,2016,82
can,232,1014,2016,1
can,232,1015,2016,8
can,232,1016,2016,1
can,232,1021,2016,105
can,232,1022,2016,1930
can,232,1023,2016,36
can,232,1025,2016,2
can,232,1026,2016,1
can,232,1031,2016,129
can,232,1032,2016,898
can,232,1033,2016,2
che,32,401,2016,17932
che,32,402,2016,36207
che,32,403,2016,117
che,32,405,2016,2063
che,32,406,2016,37
che,32,407,2016,1328
che,32,411,2016,3057
che,32,412,2016,4690
che,32,413,2016,13
che,32,415,2016,267
che,32,416,2016,5
che,32,417,2016,207
che,32,421,2016,9293
che,32,422,2016,16040
che,32,423,2016,43
che,32,425,2016,867
che,32,426,2016,15
che,32,427,2016,616
che,32,431,2016,323
che,32,432,2016,380
che,32,435,2016,13
che,32,437,2016,16
che,32,501,2016,112020
che,32,502,2016,445188
che,32,503,2016,463
che,32,505,2016,15518
che,32,506,2016,69
che,32,507,2016,5296
che,32,511,2016,29893
che,32,512,2016,148667
che,32,513,2016,98
che,32,515,2016,4165
che,32,516,2016,11
che,32,517,2016,1275
che,32,521,2016,41945
che,32,522,2016,213760
che,32,523,2016,195
che,32,525,2016,5500
che,32,526,2016,25
che,32,527,2016,2665
che,32,531,2016,21583
che,32,532,2016,44924
che,32,533,2016,41
che,32,535,2016,1386
che,32,536,2016,2
che,32,537,2016,652
che,32,601,2016,176200
che,32,602,2016,75529
che,32,603,2016,79
che,32,605,2016,5321
che,32,606,2016,260
che,32,607,2016,15772
che,32,611,2016,12741
che,32,612,2016,9855
che,32,613,2016,15
che,32,615,2016,533
che,32,616,2016,50
che,32,617,2016,1014
che,32,621,2016,119819
che,32,622,2016,50849
che,32,623,2016,46
che,32,625,2016,3711
che,32,626,2016,110
che,32,627,2016,10071
che,32,631,2016,1883
che,32,632,2016,1883
che,32,633,2016,2
che,32,635,2016,85
che,32,636,2016,9
che,32,637,2016,95
che,32,701,2016,8073
che,32,702,2016,1772
che,32,705,2016,357
che,32,706,2016,5
che,32,707,2016,1315
che,32,711,2016,236
che,32,712,2016,65
che,32,715,2016,11
che,32,717,2016,40
che,32,721,2016,3204
che,32,722,2016,722
che,32,725,2016,88
che,32,727,2016,330
che,32,1001,2016,207659
che,32,1002,2016,259828
che,32,1003,2016,315
che,32,1005,2016,11772
che,32,1006,2016,65
che,32,1007,2016,16895
che,32,1011,2016,23117
che,32,1012,2016,83012
che,32,1013,2016,68
che,32,1015,2016,3074
che,32,1016,2016,8
che,32,1017,2016,1470
che,32,1021,2016,104406
che,32,1022,2016,136069
che,32,1023,2016,141
che,32,1025,2016,5543
che,32,1026,2016,34
che,32,1027,2016,9058
che,32,1031,2016,7681
che,32,1032,2016,21255
che,32,1033,2016,60
che,32,1035,2016,509
che,32,1036,2016,2
che,32,1037,2016,233
che,32,1301,2016,35781
che,32,1302,2016,5426
che,32,1305,2016,465
che,32,1306,2016,2
che,32,1307,2016,2544
che,32,1311,2016,1171
che,32,1312,2016,227
che,32,1315,2016,24
che,32,1317,2016,122
che,32,1321,2016,29930
che,32,1322,2016,4433
che,32,1325,2016,412
che,32,1326,2016,2
che,32,1327,2016,1865
che,32,1501,2016,25659
che,32,1502,2016,1550
che,32,1505,2016,364
che,32,1506,2016,1
che,32,1507,2016,1880
che,54,601,2016,19037
che,54,602,2016,2693
che,54,603,2016,505
che,54,605,2016,247
che,54,606,2016,3395
che,54,607,2016,345
che,54,611,2016,2057
che,54,612,2016,287
che,54,613,2016,15
che,54,615,2016,33
che,54,616,2016,130
che,54,617,2016,55
che,54,621,2016,14647
che,54,622,2016,1963
che,54,623,2016,62
che,54,625,2016,213
che,54,626,2016,655
che,54,627,2016,385
che,54,631,2016,110
che,54,632,2016,16
che,54,633,2016,1
che,54,635,2016,2
che,54,636,2016,11
che,54,637,2016,3
che,54,1001,2016,38944
che,54,1002,2016,11286
che,54,1003,2016,1051
che,54,1005,2016,463
che,54,1006,2016,10107
che,54,1007,2016,1857
che,54,1011,2016,2307
che,54,1012,2016,2652
che,54,1013,2016,7
che,54,1015,2016,93
che,54,1016,2016,82
che,54,1017,2016,65
che,54,1021,2016,26468
che,54,1022,2016,4778
che,54,1023,2016,235
che,54,1025,2016,179
che,54,1026,2016,1987
che,54,1027,2016,1216
che,54,1031,2016,320
che,54,1032,2016,36
che,54,1035,2016,2
che,54,1037,2016,28
che,54,1301,2016,13958
che,54,1302,2016,1897
che,54,1303,2016,23
che,54,1305,2016,76
che,54,1306,2016,299
che,54,1307,2016,993
che,54,1311,2016,310
che,54,1312,2016,39
che,54,1315,2016,2
che,54,1316,2016,2
che,54,1317,2016,22
che,54,1321,2016,14261
che,54,1322,2016,1894
che,54,1323,2016,17
che,54,1325,2016,79
che,54,1326,2016,221
che,54,1327,2016,989
che,57,501,2016,40001
che,57,502,2016,10570
che,57,503,2016,22
che,57,505,2016,461
che,57,506,2016,46
che,57,507,2016,1250
che,57,511,2016,2361
che,57,512,2016,993
che,57,513,2016,3
che,57,515,2016,42
che,57,516,2016,5
che,57,517,2016,68
che,57,521,2016,10558
che,57,522,2016,1336
che,57,523,2016,1
che,57,525,2016,82
che,57,526,2016,4
che,57,527,2016,522
che,57,531,2016,1200
che,57,532,2016,908
che,57,533,2016,1
che,57,535,2016,43
che,57,536,2016,2
che,57,537,2016,24
che,57,601,2016,38997
che,57,602,2016,5592
che,57,603,2016,1
che,57,605,2016,277
che,57,606,2016,2
che,57,607,2016,2063
che,57,611,2016,2895
che,57,612,2016,434
che,57,615,2016,23
che,57,617,2016,157
che,57,621,2016,16473
che,57,622,2016,2434
che,57,623,2016,1
che,57,625,2016,105
che,57,626,2016,1
che,57,627,2016,1006
che,57,631,2016,471
che,57,632,2016,98
che,57,635,2016,5
che,57,637,2016,15
che,57,701,2016,8098
che,57,702,2016,1920
che,57,705,2016,48
che,57,707,2016,53
che,57,711,2016,264
che,57,712,2016,64
che,57,715,2016,2
che,57,717,2016,2
che,57,721,2016,489
che,57,722,2016,113
che,57,725,2016,2
che,57,727,2016,3
che,57,731,2016,649
che,57,732,2016,167
che,57,735,2016,6
che,57,737,2016,5
che,57,1001,2016,104827
che,57,1002,2016,23051
che,57,1003,2016,798
che,57,1005,2016,674
che,57,1006,2016,3402
che,57,1007,2016,4269
che,57,1011,2016,5434
che,57,1012,2016,1196
che,57,1013,2016,16
che,57,1015,2016,38
che,57,1016,2016,69
che,57,1017,2016,176
che,57,1021,2016,29587
che,57,1022,2016,4390
che,57,1023,2016,295
