# File: ./example_outputs/basins235/Land_type_area_ha.csv
# Author: moirai
# Description: area (ha) for land cells in country X glu X land type X protected category X year
# Original source: hyde land use areas; reference veg; land cover; country raster; glu raster; hyde land area
# ----------
iso,glu_code,land_type,year,value
afg,102,1402,2016,336037
afg,102,1411,2016,4430
afg,102,1412,2016,24842
afg,102,1421,2016,40781
afg,102,1422,2016,175985
ago,162,101,2016,1603
ago,162,102,2016,216681
ago,162,111,2016,963
ago,162,112,2016,10492
ago,162,121,2016,4173
ago,162,122,2016,62717
ago,162,201,2016,1203
ago,162,202,2016,49679
ago,162,211,2016,365
ago,162,212,2016,9536
ago,162,221,2016,2187
ago,162,222,2016,47653
ago,162,232,2016,134
ago,162,901,2016,3710
ago,162,902,2016,106504
ago,162,911,2016,1954
ago,162,912,2016,16630
ago,162,921,2016,9534
ago,162,922,2016,124322
ago,162,931,2016,590
ago,162,932,2016,1152
ago,182,1,2016,7189
ago,182,2,2016,5694
ago,182,3,2016,4331
ago,182,5,2016,6
ago,182,6,2016,7120
ago,182,7,2016,103
ago,182,11,2016,33
ago,182,12,2016,1046
ago,182,13,2016,110
ago,182,15,2016,1
ago,182,21,2016,7784
ago,182,22,2016,35544
ago,182,23,2016,363
ago,182,25,2016,1
ago,182,26,2016,1850
ago,182,27,2016,2
ago,182,32,2016,230
ago,182,101,2016,9411
ago,182,102,2016,1880492
ago,182,103,2016,77276
ago,182,104,2016,21
ago,182,105,2016,33398
ago,182,106,2016,193
ago,182,107,2016,12
ago,182,111,2016,4990
ago,182,112,2016,403300
ago,182,113,2016,3808
ago,182,115,2016,26
ago,182,116,2016,25
ago,182,117,2016,7
ago,182,121,2016,18791
ago,182,122,2016,1869176
ago,182,123,2016,15220
ago,182,124,2016,1
ago,182,125,2016,8886
ago,182,126,2016,103
ago,182,127,2016,44
ago,182,131,2016,29
ago,182,132,2016,3425
ago,182,133,2016,17
ago,182,135,2016,1
ago,182,201,2016,34085
ago,182,202,2016,6270381
ago,182,203,2016,43187
ago,182,204,2016,25
ago,182,205,2016,446158
ago,182,207,2016,185
ago,182,211,2016,3157
ago,182,212,2016,550450
ago,182,213,2016,158
ago,182,214,2016,2
ago,182,215,2016,1764
ago,182,217,2016,2
ago,182,221,2016,27673
ago,182,222,2016,3858760
ago,182,223,2016,3248
ago,182,224,2016,8
ago,182,225,2016,223950
ago,182,227,2016,109
ago,182,231,2016,201
ago,182,232,2016,12544
ago,182,233,2016,34
ago,182,235,2016,149
ago,182,901,2016,39561
ago,182,902,2016,7351602
ago,182,903,2016,1237775
ago,182,904,2016,6646
ago,182,905,2016,36569
ago,182,906,2016,429
ago,182,907,2016,2
ago,182,911,2016,15379
ago,182,912,2016,2139663
ago,182,913,2016,32192
ago,182,914,2016,246
ago,182,915,2016,1423
ago,182,916,2016,37
ago,182,917,2016,1
ago,182,921,2016,77403
ago,182,922,2016,10149540
ago,182,923,2016,72924
ago,182,924,2016,576
ago,182,925,2016,38508
ago,182,926,2016,105
ago,182,927,2016,15
ago,182,931,2016,2172
ago,182,932,2016,41866
ago,182,933,2016,346
ago,182,934,2016,2
ago,182,935,2016,3
ago,182,936,2016,1
ago,182,1001,2016,5884
ago,182,1002,2016,2769720
ago,182,1003,2016,82130
ago,182,1004,2016,32
ago,182,1005,2016,83749
ago,182,1006,2016,5318
ago,182,1007,2016,112
ago,182,1011,2016,1162
ago,182,1012,2016,172372
ago,182,1013,2016,977
ago,182,1015,2016,655
ago,182,1016,2016,7
ago,182,1017,2016,9
ago,182,1021,2016,7929
ago,182,1022,2016,1553526
ago,182,1023,2016,6248
ago,182,1024,2016,2
ago,182,1025,2016,38082
ago,182,1026,2016,487
ago,182,1027,2016,41
ago,182,1031,2016,8
ago,182,1032,2016,2409
ago,182,1033,2016,29
ago,182,1035,2016,43
ago,182,1201,2016,39166
ago,182,1202,2016,383317
ago,182,1203,2016,705886
ago,182,1204,2016,124
ago,182,1205,2016,21869
ago,182,1206,2016,372144
ago,182,1207,2016,10712
ago,182,1211,2016,4403
ago,182,1212,2016,143735
ago,182,1213,2016,2200
ago,182,1214,2016,1
ago,182,1215,2016,814
ago,182,1216,2016,6
ago,182,1217,2016,6
ago,182,1221,2016,184463
ago,182,1222,2016,3231560
ago,182,1223,2016,28921
ago,182,1224,2016,14
ago,182,1225,2016,221405
ago,182,1226,2016,8877
ago,182,1227,2016,101000
ago,182,1231,2016,14791
ago,182,1232,2016,5201
ago,182,1233,2016,75
ago,182,1235,2016,7
ago,182,1237,2016,562
ago,182,1401,2016,68961
ago,182,1402,2016,6367
ago,182,1403,2016,6795
ago,182,1405,2016,561
ago,182,1406,2016,624548
ago,182,1407,2016,19085
ago,182,1411,2016,1
ago,182,1412,2016,470
ago,182,1415,2016,2
ago,182,1421,2016,127664
ago,182,1422,2016,66722
ago,182,1423,2016,516
ago,182,1425,2016,5536
ago,182,1426,2016,22239
ago,182,1427,2016,158911
ago,182,1431,2016,89
ago,182,1432,2016,573
ago,183,1,2016,186
ago,183,2,2016,1924
ago,183,11,2016,2
ago,183,12,2016,1076
ago,183,21,2016,81
ago,183,22,2016,4812
ago,183,31,2016,4
ago,183,32,2016,28
ago,183,101,2016,5326
ago,183,102,2016,3341299
ago,183,111,2016,1140
ago,183,112,2016,201257
ago,183,121,2016,6452
ago,183,122,2016,1638786
ago,183,131,2016,89
ago,183,132,2016,3250
ago,183,201,2016,8296
ago,183,202,2016,9361328
ago,183,205,2016,307
ago,183,207,2016,6
ago,183,211,2016,760
ago,183,212,2016,376304
ago,183,215,2016,22
ago,183,217,2016,1
ago,183,221,2016,8147
ago,183,222,2016,6043067
ago,183,225,2016,283
ago,183,227,2016,5
ago,183,231,2016,47
ago,183,232,2016,5614
ago,183,901,2016,5769
ago,183,902,2016,1464407
ago,183,903,2016,6952
ago,183,905,2016,718
ago,183,907,2016,16
ago,183,911,2016,1747
ago,183,912,2016,180499
ago,183,913,2016,109
ago,183,915,2016,59
ago,183,917,2016,1
ago,183,921,2016,13050
ago,183,922,2016,1413679
ago,183,923,2016,4407
ago,183,925,2016,641
ago,183,927,2016,14
ago,183,931,2016,217
ago,183,932,2016,2868
ago,183,933,2016,23
ago,183,1001,2016,5969
ago,183,1002,2016,3830642
ago,183,1005,2016,3882
ago,183,1007,2016,121
ago,183,1011,2016,744
ago,183,1012,2016,105961
ago,183,1015,2016,99
ago,183,1017,2016,3
ago,183,1021,2016,8605
ago,183,1022,2016,1564510
ago,183,1025,2016,654
ago,183,1027,2016,19
ago,183,1031,2016,36
ago,183,1032,2016,1554
ago,183,1035,2016,65
ago,183,1037,2016,2
ago,188,101,2016,809
ago,188,102,2016,605038
ago,188,111,2016,4
ago,188,112,2016,5622
ago,188,121,2016,257
ago,188,122,2016,109372
ago,188,132,2016,50
ago,188,201,2016,2976
ago,188,202,2016,4462239
ago,188,203,2016,126672
ago,188,204,2016,13
ago,188,205,2016,1538
ago,188,211,2016,52
ago,188,212,2016,96448
ago,188,213,2016,49004
ago,188,214,2016,5
ago,188,215,2016,117
ago,188,221,2016,1188
ago,188,222,2016,1470726
ago,188,223,2016,181552
ago,188,224,2016,18
ago,188,225,2016,1443
ago,188,231,2016,2
ago,188,232,2016,639
ago,188,233,2016,1
ago,188,901,2016,16803
ago,188,902,2016,4368816
ago,188,903,2016,1658860
ago,188,904,2016,147
ago,188,905,2016,24006
ago,188,906,2016,19471
ago,188,907,2016,728
ago,188,911,2016,407
ago,188,912,2016,520719
ago,188,913,2016,120195
ago,188,914,2016,11
ago,188,915,2016,1565
ago,188,916,2016,60
ago,188,917,2016,14
ago,188,921,2016,19845
ago,188,922,2016,6567954
ago,188,923,2016,812607
ago,188,924,2016,166
ago,188,925,2016,31811
ago,188,926,2016,3988
ago,188,927,2016,196
ago,188,931,2016,64
ago,188,932,2016,1702
ago,188,933,2016,34
ago,188,935,2016,4
ago,188,1001,2016,1328
ago,188,1002,2016,3704832
ago,188,1005,2016,2659
ago,188,1007,2016,615
ago,188,1011,2016,10
ago,188,1012,2016,32403
ago,188,1015,2016,39
ago,188,1017,2016,9
ago,188,1021,2016,309
ago,188,1022,2016,591547
ago,188,1025,2016,18
ago,188,1027,2016,4
ago,188,1031,2016,2
ago,188,1032,2016,354
ago,197,102,2016,314646
ago,197,112,2016,9122
ago,197,122,2016,76346
ago,197,132,2016,23
ago,197,201,2016,158
ago,197,202,2016,2215014
ago,197,211,2016,3
ago,197,212,2016,63914
ago,197,221,2016,52
ago,197,222,2016,681891
ago,197,232,2016,298
ago,197,901,2016,1223
ago,197,902,2016,3851313
ago,197,903,2016,279093
ago,197,904,2016,245
ago,197,905,2016,143
ago,197,907,2016,20
ago,197,911,2016,1272
ago,197,912,2016,1258449
ago,197,913,2016,8654
ago,197,914,2016,16
ago,197,915,2016,11
ago,197,917,2016,1
ago,197,921,2016,7439
ago,197,922,2016,9412231
ago,197,923,2016,16102
ago,197,924,2016,26
ago,197,925,2016,21
ago,197,927,2016,8
ago,197,931,2016,15
ago,197,932,2016,2878
ago,197,933,2016,28
ago,197,1001,2016,146
ago,197,1002,2016,1650739
ago,197,1011,2016,9
ago,197,1012,2016,62053
ago,197,1021,2016,154
ago,197,1022,2016,442474
ago,197,1032,2016,345
ago,197,1201,2016,181
ago,197,1202,2016,20728
ago,197,1211,2016,125
ago,197,1212,2016,18568
ago,197,1221,2016,2959
ago,197,1222,2016,350505
ago,197,1231,2016,7
ago,197,1232,2016,591
aia,101,1,2016,6159
aia,101,2,2016,3765
aia,101,5,2016,13
aia,101,7,2016,250
aia,101,11,2016,191
aia,101,12,2016,86
aia,101,15,2016,2
aia,101,17,2016,36
aia,101,31,2016,79
aia,101,32,2016,43
aia,101,37,2016,4
alb,54,401,2016,3749
alb,54,402,2016,4017
alb,54,403,2016,867
alb,54,406,2016,2654
alb,54,407,2016,20
alb,54,411,2016,105
alb,54,412,2016,83
alb,54,416,2016,4
alb,54,417,2016,1
alb,54,421,2016,630
alb,54,422,2016,497
alb,54,426,2016,21
alb,54,427,2016,5
alb,54,501,2016,1368
alb,54,502,2016,1915
alb,54,511,2016,272
alb,54,512,2016,381
alb,54,521,2016,992
alb,54,522,2016,1388
alb,55,1,2016,1611
alb,55,2,2016,10606
alb,55,3,2016,3113
alb,55,5,2016,2871
alb,55,6,2016,245
alb,55,7,2016,181
alb,55,11,2016,937
alb,55,12,2016,4499
alb,55,13,2016,1083
alb,55,15,2016,1120
alb,55,16,2016,255
alb,55,17,2016,204
alb,55,21,2016,1348
alb,55,22,2016,7226
alb,55,23,2016,952
alb,55,25,2016,2590
alb,55,26,2016,262
alb,55,27,2016,237
alb,55,31,2016,335
alb,55,32,2016,1568
alb,55,35,2016,390
alb,55,36,2016,23
alb,55,37,2016,46
alb,55,401,2016,18585
alb,55,402,2016,36429
alb,55,403,2016,1323
alb,55,404,2016,4
alb,55,405,2016,8528
alb,55,406,2016,4498
alb,55,407,2016,10024
alb,55,411,2016,3554
alb,55,412,2016,11560
alb,55,413,2016,252
alb,55,414,2016,1
alb,55,415,2016,2563
alb,55,416,2016,454
alb,55,417,2016,2693
alb,55,421,2016,6776
alb,55,422,2016,14776
alb,55,423,2016,586
alb,55,424,2016,1
alb,55,425,2016,5047
alb,55,426,2016,594
alb,55,427,2016,5094
alb,55,431,2016,119
alb,55,432,2016,523
alb,55,433,2016,35
alb,55,435,2016,40
alb,55,436,2016,94
alb,55,437,2016,91
alb,55,501,2016,60624
alb,55,502,2016,229421
alb,55,503,2016,11282
alb,55,504,2016,20
alb,55,505,2016,18928
alb,55,506,2016,11002
alb,55,507,2016,9287
alb,55,511,2016,13486
alb,55,512,2016,69175
alb,55,513,2016,1773
alb,55,514,2016,14
alb,55,515,2016,5493
alb,55,516,2016,1243
alb,55,517,2016,4317
alb,55,521,2016,11648
alb,55,522,2016,56159
alb,55,523,2016,2166
alb,55,524,2016,8
alb,55,525,2016,4302
alb,55,526,2016,1299
alb,55,527,2016,2510
alb,55,531,2016,272
alb,55,532,2016,1647
alb,55,533,2016,33
alb,55,535,2016,89
alb,55,536,2016,26
alb,55,537,2016,78
alb,55,701,2016,2223
alb,55,702,2016,5288
alb,55,703,2016,3458
alb,55,704,2016,2
alb,55,705,2016,421
alb,55,706,2016,1557
alb,55,707,2016,325
alb,55,711,2016,278
alb,55,712,2016,1893
alb,55,713,2016,55
alb,55,715,2016,853
alb,55,717,2016,591
alb,55,721,2016,322
alb,55,722,2016,1143
alb,55,723,2016,94
alb,55,725,2016,366
alb,55,727,2016,255
alb,55,801,2016,2051
alb,55,802,2016,3115
alb,55,805,2016,4195
alb,55,807,2016,202
alb,55,811,2016,2379
alb,55,812,2016,4281
alb,55,815,2016,4865
alb,55,817,2016,245
alb,55,821,2016,1094
alb,55,822,2016,2125
alb,55,825,2016,2139
alb,55,827,2016,90
alb,55,901,2016,3396
alb,55,902,2016,10289
alb,55,903,2016,85
alb,55,905,2016,2708
alb,55,906,2016,652
alb,55,907,2016,835
alb,55,911,2016,2748
alb,55,912,2016,13168
alb,55,913,2016,360
alb,55,915,2016,2539
alb,55,916,2016,284
alb,55,917,2016,971
alb,55,921,2016,2116
alb,55,922,2016,4720
alb,55,923,2016,118
alb,55,925,2016,1910
alb,55,926,2016,611
alb,55,927,2016,529
alb,55,931,2016,12
alb,55,932,2016,83
alb,55,935,2016,55
alb,55,937,2016,21
alb,55,1001,2016,147603
alb,55,1002,2016,592392
alb,55,1003,2016,51545
alb,55,1004,2016,108
alb,55,1005,2016,41510
alb,55,1006,2016,47837
alb,55,1007,2016,24071
alb,55,1011,2016,45554
alb,55,1012,2016,359852
alb,55,1013,2016,10808
alb,55,1014,2016,44
alb,55,1015,2016,16482
alb,55,1016,2016,4424
alb,55,1017,2016,5682
alb,55,1021,2016,42460
alb,55,1022,2016,223122
alb,55,1023,2016,7656
alb,55,1024,2016,16
alb,55,1025,2016,9013
alb,55,1026,2016,4943
alb,55,1027,2016,3870
alb,55,1031,2016,2875
alb,55,1032,2016,17171
alb,55,1033,2016,426
alb,55,1034,2016,4
alb,55,1035,2016,1019
alb,55,1036,2016,237
alb,55,1037,2016,393
alb,55,1101,2016,33053
alb,55,1102,2016,139280
alb,55,1103,2016,18766
alb,55,1104,2016,29
alb,55,1105,2016,3479
alb,55,1106,2016,3477
alb,55,1107,2016,2072
alb,55,1111,2016,13474
alb,55,1112,2016,70874
alb,55,1113,2016,2694
alb,55,1114,2016,4
alb,55,1115,2016,900
alb,55,1116,2016,685
alb,55,1117,2016,609
alb,55,1121,2016,13124
alb,55,1122,2016,63575
alb,55,1123,2016,2775
alb,55,1124,2016,4
alb,55,1125,2016,794
alb,55,1126,2016,633
alb,55,1127,2016,516
alb,55,1131,2016,81
alb,55,1132,2016,644
alb,55,1133,2016,3
alb,55,1135,2016,21
alb,55,1136,2016,9
alb,55,1137,2016,16
and,73,401,2016,4255
and,73,402,2016,2156
and,73,405,2016,1615
and,73,407,2016,2163
and,73,411,2016,186
and,73,412,2016,236
and,73,415,2016,183
and,73,417,2016,204
and,73,421,2016,3089
and,73,422,2016,2878
and,73,425,2016,2115
and,73,427,2016,2157
and,73,431,2016,2268
and,73,432,2016,746
and,73,435,2016,484
and,73,437,2016,568
and,73,1001,2016,6715
and,73,1002,2016,3374
and,73,1005,2016,2720
and,73,1007,2016,3192
and,73,1011,2016,825
and,73,1012,2016,389
and,73,1015,2016,342
and,73,1017,2016,399
and,73,1021,2016,2918
and,73,1022,2016,1368
and,73,1025,2016,1285
and,73,1027,2016,1349
and,73,1031,2016,183
and,73,1032,2016,79
and,73,1035,2016,77
and,73,1037,2016,89
ant,143,1,2016,23937
ant,143,2,2016,24379
ant,143,3,2016,3594
ant,143,5,2016,74
ant,143,6,2016,714
ant,143,7,2016,2
ant,143,11,2016,3091
ant,143,12,2016,3109
ant,143,13,2016,498
ant,143,15,2016,8
ant,143,16,2016,71
ant,143,31,2016,9408
ant,143,32,2016,2083
ant,143,33,2016,29
ant,143,35,2016,3
ant,143,36,2016,25
are,94,1,2016,70180
are,94,2,2016,3743
are,94,11,2016,135
are,94,12,2016,25
are,94,21,2016,16721
are,94,22,2016,375
are,94,23,2016,5
are,94,26,2016,1331
are,94,31,2016,5500
are,94,32,2016,844
are,94,1001,2016,7782
are,94,1002,2016,19
are,94,1021,2016,40
are,94,1031,2016,6582
are,94,1032,2016,879
are,94,1035,2016,2
are,94,1037,2016,305
are,94,1201,2016,296785
are,94,1202,2016,40944
are,94,1211,2016,13575
are,94,1212,2016,4239
are,94,1221,2016,5604
are,94,1222,2016,1314
are,94,1231,2016,43104
are,94,1232,2016,4631
are,94,1401,2016,5751558
are,94,1402,2016,299677
are,94,1405,2016,1316
are,94,1407,2016,7505
are,94,1411,2016,60065
are,94,1412,2016,14599
are,94,1415,2016,18
are,94,1417,2016,123
are,94,1421,2016,368411
are,94,1422,2016,32768
are,94,1423,2016,5
are,94,1425,2016,4526
are,94,1426,2016,1016
are,94,1427,2016,10087
are,94,1431,2016,108164
are,94,1432,2016,8834
are,94,1435,2016,27
are,94,1437,2016,708
arg,169,1,2016,977
arg,169,2,2016,1222
arg,169,21,2016,211
arg,169,22,2016,264
arg,169,201,2016,279096
arg,169,202,2016,192204
arg,169,203,2016,62143
arg,169,204,2016,1341
arg,169,205,2016,62495
arg,169,206,2016,124603
arg,169,207,2016,92019
arg,169,211,2016,3112
arg,169,212,2016,3063
arg,169,213,2016,120
arg,169,214,2016,8
arg,169,215,2016,559
arg,169,216,2016,218
arg,169,217,2016,756
arg,169,221,2016,136422
arg,169,222,2016,84188
arg,169,223,2016,3244
arg,169,224,2016,390
arg,169,225,2016,13674
arg,169,226,2016,8858
arg,169,227,2016,22674
arg,169,231,2016,81
arg,169,232,2016,121
arg,169,233,2016,2
arg,169,235,2016,76
arg,169,236,2016,4
arg,169,237,2016,41
arg,169,701,2016,11953
arg,169,702,2016,8307
arg,169,703,2016,961
arg,169,704,2016,3
arg,169,705,2016,5828
arg,169,706,2016,5040
arg,169,707,2016,12238
arg,169,711,2016,115
arg,169,712,2016,113
arg,169,713,2016,1
arg,169,715,2016,39
arg,169,716,2016,4
arg,169,717,2016,128
arg,169,721,2016,3745
arg,169,722,2016,3165
arg,169,723,2016,90
arg,169,725,2016,835
arg,169,726,2016,179
arg,169,727,2016,2355
arg,169,901,2016,8405
arg,169,902,2016,14764
arg,169,903,2016,13612
arg,169,904,2016,95
arg,169,905,2016,15451
arg,169,906,2016,7968
arg,169,907,2016,11768
arg,169,911,2016,52
arg,169,912,2016,103
arg,169,915,2016,6
arg,169,916,2016,2
arg,169,917,2016,3
arg,169,921,2016,1925
arg,169,922,2016,3701
arg,169,923,2016,1
arg,169,925,2016,108
arg,169,926,2016,36
arg,169,927,2016,54
arg,169,935,2016,2
arg,169,937,2016,2
arg,169,1001,2016,959796
arg,169,1002,2016,453355
arg,169,1003,2016,44058
arg,169,1004,2016,307
arg,169,1005,2016,38461
arg,169,1006,2016,155536
arg,169,1007,2016,127854
arg,169,1011,2016,4276
arg,169,1012,2016,7224
arg,169,1013,2016,27
arg,169,1014,2016,1
arg,169,1015,2016,188
arg,169,1016,2016,116
arg,169,1017,2016,496
arg,169,1021,2016,452125
arg,169,1022,2016,334639
arg,169,1023,2016,929
arg,169,1024,2016,48
arg,169,1025,2016,10088
arg,169,1026,2016,10414
arg,169,1027,2016,52047
arg,169,1031,2016,308
arg,169,1032,2016,394
arg,169,1035,2016,37
arg,169,1036,2016,1
arg,169,1037,2016,71
