# A global average yield is calculated for each GTAP_crop and is used to calculate
# aggregate irrigated harvested areas to the GCAM region level (summing over all GTAPcrops), 
# and then to calculate a Yield Index for each irrigated region-GLU. The region-GLU 
# specific index is then multiplied by a base yield to give irrigated bioenergy yields.
GCAM_region_ID,GLU,Yield_GJm2
1,GLU023,0.03185049608942802
1,GLU027,0.016166446893052806
1,GLU096,0.0077216411663196625
1,GLU101,0.013948992121146779
1,GLU217,0.028310828957613412
1,GLU218,0.03487739361930791
1,GLU219,0.023724224757016694
1,GLU220,0.008240406667613165
1,GLU221,0.013458768495120406
1,GLU222,0.009083807966765797
1,GLU223,0.027883937315149373
1,GLU224,0.034999999999999996
1,GLU225,0.03106960286155757
1,GLU226,0.02014609312030412
1,GLU227,0.025244209547014746
1,GLU228,0.031320642163312755
1,GLU229,0.027459403918525343
1,GLU230,0.022583716591894086
1,GLU231,0.016393202378423524
1,GLU232,0.022695055283292718
1,GLU233,0.021367396957493595
2,GLU087,0.011420192249804237
2,GLU100,0.0038850945318144466
2,GLU151,0.018897396553971955
2,GLU170,0.009076347004898141
2,GLU171,0.006208806587377104
2,GLU177,0.004914549207332092
2,GLU179,0.01096967598624132
2,GLU183,0.004653690039994087
3,GLU075,0.0080292171031671
3,GLU080,0.010896423007006072
3,GLU086,0.01261915714272374
3,GLU087,0.02447787672483014
3,GLU098,0.004251231935427815
3,GLU144,0.008152004833553664
4,GLU087,0.003199455728407051
4,GLU171,0.004501197878148199
4,GLU179,0.0047473801177011785
4,GLU182,0.006302287165333296
4,GLU183,0.023707547870647626
4,GLU188,0.01339798748023909
4,GLU190,0.01348048392405818
4,GLU194,0.016296530334055495
4,GLU196,0.0278021658285623
4,GLU197,0.004895701960821153
4,GLU198,0.02029513598568469
4,GLU199,0.03497514369618995
5,GLU086,0.05217714243579819
5,GLU142,0.0070755097493435315
5,GLU144,0.07578567168712111
5,GLU149,0.011574886685777858
5,GLU151,0.007679561781741134
5,GLU152,0.025352467459232888
5,GLU160,0.013875657900729258
5,GLU162,0.016063018092384827
5,GLU183,0.018454908786430062
5,GLU188,0.011010878670337058
6,GLU184,0.010262235965055492
6,GLU189,0.008743974161157958
6,GLU191,0.008419374891671258
6,GLU193,0.010319771416609362
6,GLU201,0.008909364006623224
6,GLU202,0.01081800517499339
6,GLU208,0.014093852694034278
6,GLU211,0.005561836566231853
7,GLU168,0.00842619811122764
7,GLU172,0.006189259113349169
7,GLU174,0.005993557345517218
7,GLU186,0.033062802134566145
7,GLU187,0.02470795043942796
7,GLU192,0.01639578113987686
7,GLU195,0.018114641607000284
7,GLU206,0.01489636230481138
8,GLU002,0.004915971704041541
8,GLU007,0.011723442466415953
8,GLU010,0.007773892076906951
8,GLU015,0.004230725924981802
8,GLU019,0.007697163526232064
8,GLU023,0.016214670934498538
8,GLU027,0.014391800609927341
8,GLU040,0.00566965489830897
8,GLU223,0.011099062297075026
8,GLU227,0.015310739583610128
8,GLU229,0.008599302940306973
8,GLU232,0.01304339411952592
9,GLU101,0.009760720273186606
9,GLU111,0.026510718649349806
9,GLU133,0.024424784250351148
9,GLU135,0.02070543236490205
9,GLU143,0.03049893535130393
9,GLU157,0.055560213559023706
10,GLU018,0.008445425303188597
10,GLU038,0.016478285766429457
10,GLU042,0.008791618780159141
10,GLU043,0.005387062232803213
10,GLU045,0.015639789364459283
