# File: ./outputs/basins235_test_carbon_update2/MOIRAI_ctry_GLU.csv
# Description: Mapping from LDS-based country+GLU dataset to iso
# Original source: GCAM iso to region mapping and the new country+GLUs from moirai
# ----------
country_code,glu,iso,fao_country_name,glu_name
53,142,ben,Benin,Africa_West_Coast
53,149,ben,Benin,Niger
53,160,ben,Benin,Volta
233,142,bfa,BurkinaFaso,Africa_West_Coast
233,149,bfa,BurkinaFaso,Niger
233,160,bfa,BurkinaFaso,Volta
16,110,bgd,Bangladesh,Ganges_Bramaputra
16,116,bgd,Bangladesh,Bay_of_Bengal_North_East_Coast
27,54,bgr,Bulgaria,Danube
27,55,bgr,Bulgaria,Adriatic_Sea_Greece_Black_Sea_Coast
13,94,bhr,Bahrain,Arabian_Peninsula
12,101,bhs,Bahamas,Caribbean
80,54,bih,BosniaandHerzegovina,Danube
80,55,bih,BosniaandHerzegovina,Adriatic_Sea_Greece_Black_Sea_Coast
57,17,blr,Belarus,Neva
57,25,blr,Belarus,Daugava
57,30,blr,Belarus,Wisla
57,35,blr,Belarus,Neman
57,39,blr,Belarus,Dnieper
23,111,blz,Belize,Yucatan_Peninsula
23,133,blz,Belize,Grijalva_Usumacinta
19,168,bol,Bolivia(PlurinationalStateof),Amazon
19,200,bol,Bolivia(PlurinationalStateof),La_Puna_Region
19,206,bol,Bolivia(PlurinationalStateof),La_Plata
19,207,bol,Bolivia(PlurinationalStateof),North_Chile_Pacific_Coast
21,156,bra,Brazil,Orinoco
21,161,bra,Brazil,Northeast_South_America_South_Atlantic_Coast
21,168,bra,Brazil,Amazon
21,172,bra,Brazil,North_Brazil_South_Atlantic_Coast
21,174,bra,Brazil,Tocantins
21,186,bra,Brazil,East_Brazil_South_Atlantic_Coast
21,187,bra,Brazil,Parnaiba
21,192,bra,Brazil,Sao_Francisco
21,195,bra,Brazil,Uruguay_Brazil_South_Atlantic_Coast
21,206,bra,Brazil,La_Plata
14,101,brb,Barbados,Caribbean
26,159,brn,BruneiDarussalam,North_Borneo_Coast
18,110,btn,Bhutan,Ganges_Bramaputra
20,188,bwa,Botswana,Zambezi
20,194,bwa,Botswana,Orange
20,197,bwa,Botswana,Africa_South_Interior
20,199,bwa,Botswana,Limpopo
37,87,caf,CentralAfricanRepublic,Nile
37,151,caf,CentralAfricanRepublic,Lake_Chad
37,162,caf,CentralAfricanRepublic,Gulf_of_Guinea
37,183,caf,CentralAfricanRepublic,Congo
33,2,can,Canada,Northwest_Territories
33,7,can,Canada,Pacific_and_Arctic_Coast
33,10,can,Canada,Mackenzie
33,15,can,Canada,Hudson_Bay_Coast
33,19,can,Canada,Atlantic_Ocean_Seaboard
33,23,can,Canada,Saskatchewan_Nelson
33,27,can,Canada,Fraser
33,34,can,Canada,Churchill
33,40,can,Canada,St_Lawrence
33,223,can,Canada,Missouri_River_Basin
33,227,can,Canada,Great_Lakes_Basin
33,229,can,Canada,Pacific_Northwest_Basin
33,232,can,Canada,New_England_Basin
211,32,che,Switzerland,Rhine
211,54,che,Switzerland,Danube
211,57,che,Switzerland,Po
211,62,che,Switzerland,Rh(ne
259,41,chi,ChannelIslands,France_West_Coast
40,169,chl,Chile,South_Chile_Pacific_Coast
40,180,chl,Chile,Peru_Pacific_Coast
40,200,chl,Chile,La_Puna_Region
40,205,chl,Chile,Salinas_Grandes
40,207,chl,Chile,North_Chile_Pacific_Coast
40,212,chl,Chile,South_America_Colorado
40,213,chl,Chile,Negro
40,215,chl,Chile,South_Argentina_South_Atlantic_Coast
351,37,chn,China,Russia_South_East_Coast
351,42,chn,China,Gobi_Interior
351,43,chn,China,Amur
351,56,chn,China,Ob
351,58,chn,China,Amu_Darya
351,66,chn,China,Bo_Hai_Korean_Bay_North_Coast
351,68,chn,China,Lake_Balkash
351,76,chn,China,Syr_Darya
351,77,chn,China,Ziya_He_Interior
351,78,chn,China,China_Coast
351,79,chn,China,Huang_He
351,85,chn,China,Tarim_Interior
351,89,chn,China,Indus
351,92,chn,China,Plateau_of_Tibet_Interior
351,106,chn,China,Yangtze
351,108,chn,China,Xun_Jiang
351,109,chn,China,Hong_(Red_River)
351,110,chn,China,Ganges_Bramaputra
351,112,chn,China,South_China_Sea_Coast
351,124,chn,China,Hainan
351,125,chn,China,Mekong
351,127,chn,China,Salween
351,137,chn,China,Irrawaddy
107,142,civ,CotedIvoire,Africa_West_Coast
107,149,civ,CotedIvoire,Niger
107,160,civ,CotedIvoire,Volta
32,149,cmr,Cameroon,Niger
32,151,cmr,Cameroon,Lake_Chad
32,162,cmr,Cameroon,Gulf_of_Guinea
32,183,cmr,Cameroon,Congo
250,87,cod,DemocraticRepublicoftheCongo,Nile
250,162,cod,DemocraticRepublicoftheCongo,Gulf_of_Guinea
250,183,cod,DemocraticRepublicoftheCongo,Congo
250,188,cod,DemocraticRepublicoftheCongo,Zambezi
46,162,cog,Congo,Gulf_of_Guinea
46,183,cog,Congo,Congo
44,143,col,Colombia,Caribbean_Coast
44,156,col,Colombia,Orinoco
44,157,col,Colombia,Colombia_Ecuador_Pacific_Coast
44,166,col,Colombia,Magdalena
44,168,col,Colombia,Amazon
45,177,com,Comoros,Madagascar
35,86,cpv,CapeVerde,Africa_North_West_Coast
48,135,cri,CostaRica,Southern_Central_America
49,101,cub,Cuba,Caribbean
50,75,cyp,Cyprus,Mediterranean_Sea_East_Coast
167,29,cze,CzechRepublic,Oder
167,31,cze,CzechRepublic,Elbe
167,54,cze,CzechRepublic,Danube
79,21,deu,Germany,Denmark_Germany_Coast
79,28,deu,Germany,Ems_Weser
79,29,deu,Germany,Oder
79,31,deu,Germany,Elbe
79,32,deu,Germany,Rhine
79,54,deu,Germany,Danube
72,100,dji,Djibouti,Africa_Red_Sea_Gulf_of_Aden_Coast
72,179,dji,Djibouti,Rift_Valley
55,101,dma,Dominica,Caribbean
54,12,dnk,Denmark,Sweden
54,21,dnk,Denmark,Denmark_Germany_Coast
56,101,dom,DominicanRepublic,Caribbean
4,80,dza,Algeria,Mediterranean_South_Coast
4,86,dza,Algeria,Africa_North_West_Coast
4,144,dza,Algeria,Africa_North_Interior
4,149,dza,Algeria,Niger
4,151,dza,Algeria,Lake_Chad
58,157,ecu,Ecuador,Colombia_Ecuador_Pacific_Coast
58,168,ecu,Ecuador,Amazon
58,180,ecu,Ecuador,Peru_Pacific_Coast
59,75,egy,Egypt,Mediterranean_Sea_East_Coast
59,80,egy,Egypt,Mediterranean_South_Coast
59,87,egy,Egypt,Nile
59,95,egy,Egypt,Dead_Sea
59,98,egy,Egypt,Sinai_Peninsula
59,100,egy,Egypt,Africa_Red_Sea_Gulf_of_Aden_Coast
59,144,egy,Egypt,Africa_North_Interior
178,87,eri,Eritrea,Nile
178,100,eri,Eritrea,Africa_Red_Sea_Gulf_of_Aden_Coast
178,179,eri,Eritrea,Rift_Valley
205,86,esh,WesternSahara,Africa_North_West_Coast
205,144,esh,WesternSahara,Africa_North_Interior
203,41,esp,Spain,France_West_Coast
203,60,esp,Spain,Spain_Portugal_Atlantic_Coast
203,61,esp,Spain,France_South_Coast
203,63,esp,Spain,Mediterranean_Sea_Islands
203,64,esp,Spain,Gironde
203,67,esp,Spain,Spain_South_and_East_Coast
203,71,esp,Spain,Tagus
203,73,esp,Spain,Ebro
203,74,esp,Spain,Douro
203,80,esp,Spain,Mediterranean_South_Coast
203,81,esp,Spain,Guadiana
203,83,esp,Spain,Guadalquivir
203,86,esp,Spain,Africa_North_West_Coast
63,20,est,Estonia,Baltic_Sea_Coast
63,22,est,Estonia,Narva
63,25,est,Estonia,Daugava
238,87,eth,Ethiopia,Nile
238,100,eth,Ethiopia,Africa_Red_Sea_Gulf_of_Aden_Coast
238,170,eth,Ethiopia,Shebelli_Juba
238,179,eth,Ethiopia,Rift_Valley
67,8,fin,Finland,Scandinavia_North_Coast
67,12,fin,Finland,Sweden
67,13,fin,Finland,Finland
67,17,fin,Finland,Neva
66,185,fji,Fiji,South_Pacific_Islands
65,215,flk,FalklandIslands(Malvinas),South_Argentina_South_Atlantic_Coast
68,32,fra,France,Rhine
68,36,fra,France,Scheldt
68,41,fra,France,France_West_Coast
68,44,fra,France,Loire
68,46,fra,France,Seine
68,57,fra,France,Po
68,60,fra,France,Spain_Portugal_Atlantic_Coast
68,61,fra,France,France_South_Coast
68,62,fra,France,Rh(ne
68,63,fra,France,Mediterranean_Sea_Islands
68,64,fra,France,Gironde
68,67,fra,France,Spain_South_and_East_Coast
68,73,fra,France,Ebro
64,16,fro,FaroeIslands,Scotland
74,162,gab,Gabon,Gulf_of_Guinea
74,183,gab,Gabon,Congo
229,16,gbr,UnitedKingdom,Scotland
229,24,gbr,UnitedKingdom,Ireland
229,26,gbr,UnitedKingdom,England_and_Wales
73,45,geo,Georgia,Caspian_Sea_Coast
73,47,geo,Georgia,Black_Sea_North_Coast
73,70,geo,Georgia,Black_Sea_South_Coast
73,72,geo,Georgia,Caspian_Sea_South_West_Coast
81,142,gha,Ghana,Africa_West_Coast
81,160,gha,Ghana,Volta
90,142,gin,Guinea,Africa_West_Coast
90,149,gin,Guinea,Niger
90,152,gin,Guinea,Senegal
87,101,glp,Guadeloupe,Caribbean
75,142,gmb,Gambia,Africa_West_Coast
175,142,gnb,Guinea-Bissau,Africa_West_Coast
61,162,gnq,EquatorialGuinea,Gulf_of_Guinea
84,55,grc,Greece,Adriatic_Sea_Greece_Black_Sea_Coast
84,75,grc,Greece,Mediterranean_Sea_East_Coast
86,101,grd,Grenada,Caribbean
85,1,grl,Greenland,Arctic_Ocean_Islands
89,111,gtm,Guatemala,Yucatan_Peninsula
89,133,gtm,Guatemala,Grijalva_Usumacinta
89,135,gtm,Guatemala,Southern_Central_America
69,161,guf,FrenchGuiana,Northeast_South_America_South_Atlantic_Coast
69,168,guf,FrenchGuiana,Amazon
91,161,guy,Guyana,Northeast_South_America_South_Atlantic_Coast
91,168,guy,Guyana,Amazon
302,78,hkg,HongKong(notlisted),China_Coast
95,111,hnd,Honduras,Yucatan_Peninsula
95,135,hnd,Honduras,Southern_Central_America
98,54,hrv,Croatia,Danube
98,55,hrv,Croatia,Adriatic_Sea_Greece_Black_Sea_Coast
93,101,hti,Haiti,Caribbean
97,54,hun,Hungary,Danube
101,158,idn,Indonesia,Palau_and_East_Indonesia
101,159,idn,Indonesia,North_Borneo_Coast
101,163,idn,Indonesia,Sumatra
101,164,idn,Indonesia,Sulawesi
101,165,idn,Indonesia,Kalimantan
101,167,idn,Indonesia,Irian_Jaya_Coast
101,175,idn,Indonesia,Java_Timor
101,178,idn,Indonesia,Sepik
101,181,idn,Indonesia,Fly
264,26,imn,IsleofMan,England_and_Wales
100,89,ind,India,Indus
100,107,ind,India,Sabarmati
100,110,ind,India,Ganges_Bramaputra
100,113,ind,India,Mahi
100,116,ind,India,Bay_of_Bengal_North_East_Coast
100,117,ind,India,Tapti
100,118,ind,India,Yasai
100,120,ind,India,Brahamani
100,122,ind,India,Mahandi
100,123,ind,India,Godavari
100,128,ind,India,India_North_East_Coast
100,129,ind,India,India_West_Coast
100,137,ind,India,Irrawaddy
100,140,ind,India,Krishna
100,141,ind,India,Andaman_Nicobar_Islands
100,145,ind,India,India_East_Coast
100,147,ind,India,Pennar
100,153,ind,India,Cauvery
100,155,ind,India,India_South_Coast
100,235,ind,India,Narmada
104,24,irl,Ireland,Ireland
102,52,irn,Iran(IslamicRepublicof),Caspian_Sea_East_Coast
102,72,irn,Iran(IslamicRepublicof),Caspian_Sea_South_West_Coast
102,82,irn,Iran(IslamicRepublicof),Central_Iran
102,84,irn,Iran(IslamicRepublicof),Tigris_Euphrates
102,88,irn,Iran(IslamicRepublicof),Persian_Gulf_Coast
102,90,irn,Iran(IslamicRepublicof),Farahrud
102,97,irn,Iran(IslamicRepublicof),Helmand
102,102,irn,Iran(IslamicRepublicof),HamuniMashkel
102,104,irn,Iran(IslamicRepublicof),Arabian_Sea_Coast
103,84,irq,Iraq,Tigris_Euphrates
103,94,irq,Iraq,Arabian_Peninsula
103,99,irq,Iraq,Eastern_Jordan_Syria
99,11,isl,Iceland,Iceland
105,75,isr,Israel,Mediterranean_Sea_East_Coast
105,95,isr,Israel,Dead_Sea
105,98,isr,Israel,Sinai_Peninsula
106,50,ita,Italy,Italy_East_Coast
106,54,ita,Italy,Danube
106,55,ita,Italy,Adriatic_Sea_Greece_Black_Sea_Coast
106,57,ita,Italy,Po
106,59,ita,Italy,Italy_West_Coast
106,61,ita,Italy,France_South_Coast
106,62,ita,Italy,Rh(ne
106,63,ita,Italy,Mediterranean_Sea_Islands
106,69,ita,Italy,Tiber
109,101,jam,Jamaica,Caribbean
112,84,jor,Jordan,Tigris_Euphrates
112,93,jor,Jordan,Red_Sea_East_Coast
112,95,jor,Jordan,Dead_Sea
112,98,jor,Jordan,Sinai_Peninsula
112,99,jor,Jordan,Eastern_Jordan_Syria
110,51,jpn,Japan,Japan
110,103,jpn,Japan,Taiwan
108,18,kaz,Kazakhstan,Volga
108,38,kaz,Kazakhstan,Ural
108,42,kaz,Kazakhstan,Gobi_Interior
108,45,kaz,Kazakhstan,Caspian_Sea_Coast
108,52,kaz,Kazakhstan,Caspian_Sea_East_Coast
108,56,kaz,Kazakhstan,Ob
108,58,kaz,Kazakhstan,Amu_Darya
108,68,kaz,Kazakhstan,Lake_Balkash
108,76,kaz,Kazakhstan,Syr_Darya
108,85,kaz,Kazakhstan,Tarim_Interior
114,87,ken,Kenya,Nile
114,170,ken,Kenya,Shebelli_Juba
114,171,ken,Kenya,Africa_East_Central_Coast
114,179,ken,Kenya,Rift_Valley
113,58,kgz,Kyrgyzstan,Amu_Darya
113,68,kgz,Kyrgyzstan,Lake_Balkash
113,76,kgz,Kyrgyzstan,Syr_Darya
113,85,kgz,Kyrgyzstan,Tarim_Interior
115,125,khm,Cambodia,Mekong
115,126,khm,Cambodia,Viet_Nam_Coast
115,148,khm,Cambodia,Gulf_of_Thailand_Coast
188,101,kna,SaintKittsandNevis,Caribbean
117,65,kor,RepublicofKorea,North_and_South_Korea
118,84,kwt,Kuwait,Tigris_Euphrates
118,94,kwt,Kuwait,Arabian_Peninsula
120,109,lao,LaoPeoplesDemocraticRepublic,Hong_(Red_River)
120,125,lao,LaoPeoplesDemocraticRepublic,Mekong
120,126,lao,LaoPeoplesDemocraticRepublic,Viet_Nam_Coast
120,146,lao,LaoPeoplesDemocraticRepublic,Chao_Phraya
121,75,lbn,Lebanon,Mediterranean_Sea_East_Coast
121,95,lbn,Lebanon,Dead_Sea
121,99,lbn,Lebanon,Eastern_Jordan_Syria
123,142,lbr,Liberia,Africa_West_Coast
124,80,lby,Libya,Mediterranean_South_Coast
124,144,lby,Libya,Africa_North_Interior
124,151,lby,Libya,Lake_Chad
189,101,lca,SaintLucia,Caribbean
125,32,lie,Liechtenstein,Rhine
38,154,lka,SriLanka,Sri_Lanka
122,194,lso,Lesotho,Orange
122,198,lso,Lesotho,South_Africa_South_Coast
126,20,ltu,Lithuania,Baltic_Sea_Coast
126,25,ltu,Lithuania,Daugava
126,33,ltu,Lithuania,Poland_Coast
126,35,ltu,Lithuania,Neman
256,32,lux,Luxembourg,Rhine
119,20,lva,Latvia,Baltic_Sea_Coast
119,22,lva,Latvia,Narva
119,25,lva,Latvia,Daugava
119,35,lva,Latvia,Neman
301,108,mac,Macao(notlisted),Xun_Jiang
143,80,mar,Morocco,Mediterranean_South_Coast
143,86,mar,Morocco,Africa_North_West_Coast
143,144,mar,Morocco,Africa_North_Interior
146,47,mda,RepublicofMoldova,Black_Sea_North_Coast
146,49,mda,RepublicofMoldova,Dniester
146,54,mda,RepublicofMoldova,Danube
129,177,mdg,Madagascar,Madagascar
138,91,mex,Mexico,Baja_California
138,96,mex,Mexico,Mexico_Northwest_Coast
138,105,mex,Mexico,North_Gulf
138,111,mex,Mexico,Yucatan_Peninsula
138,114,mex,Mexico,Mexico_Interior
138,115,mex,Mexico,Pacific_Central_Coast
138,130,mex,Mexico,Papaloapan
138,131,mex,Mexico,Rfo_Lerma
138,132,mex,Mexico,Rfo_Verde
138,133,mex,Mexico,Grijalva_Usumacinta
138,134,mex,Mexico,Rfo_Balsas
138,135,mex,Mexico,Southern_Central_America
138,136,mex,Mexico,Isthmus_of_Tehuantepec
138,217,mex,Mexico,California_River_Basin
138,221,mex,Mexico,Lower_Colorado_River_Basin
138,231,mex,Mexico,Rio_Grande_River_Basin
154,55,mkd,TheformerYugoslavRepublicofMacedonia,Adriatic_Sea_Greece_Black_Sea_Coast
133,142,mli,Mali,Africa_West_Coast
133,144,mli,Mali,Africa_North_Interior
133,149,mli,Mali,Niger
133,152,mli,Mali,Senegal
133,160,mli,Mali,Volta
134,63,mlt,Malta,Mediterranean_Sea_Islands
28,110,mmr,Myanmar,Ganges_Bramaputra
28,116,mmr,Myanmar,Bay_of_Bengal_North_East_Coast
28,125,mmr,Myanmar,Mekong
28,127,mmr,Myanmar,Salween
28,137,mmr,Myanmar,Irrawaddy
28,138,mmr,Myanmar,Sittang
28,139,mmr,Myanmar,Peninsula_Malaysia
28,146,mmr,Myanmar,Chao_Phraya
141,42,mng,Mongolia,Gobi_Interior
141,43,mng,Mongolia,Amur
141,48,mng,Mongolia,Yenisey
141,56,mng,Mongolia,Ob
144,171,moz,Mozambique,Africa_East_Central_Coast
144,188,moz,Mozambique,Zambezi
144,190,moz,Mozambique,Africa_Indian_Ocean_Coast
144,198,moz,Mozambique,South_Africa_South_Coast
144,199,moz,Mozambique,Limpopo
136,86,mrt,Mauritania,Africa_North_West_Coast
136,144,mrt,Mauritania,Africa_North_Interior
136,149,mrt,Mauritania,Niger
136,152,mrt,Mauritania,Senegal
142,101,msr,Montserrat,Caribbean
135,101,mtq,Martinique,Caribbean
137,177,mus,Mauritius,Madagascar
130,171,mwi,Malawi,Africa_East_Central_Coast
130,188,mwi,Malawi,Zambezi
131,139,mys,Malaysia,Peninsula_Malaysia
131,159,mys,Malaysia,North_Borneo_Coast
131,165,mys,Malaysia,Kalimantan
270,177,myt,Mayotte,Madagascar
147,182,nam,Namibia,Angola_Coast
147,188,nam,Namibia,Zambezi
147,194,nam,Namibia,Orange
147,196,nam,Namibia,Namibia_Coast
147,197,nam,Namibia,Africa_South_Interior
153,185,ncl,NewCaledonia,South_Pacific_Islands
158,144,ner,Niger,Africa_North_Interior
158,149,ner,Niger,Niger
158,151,ner,Niger,Lake_Chad
159,142,nga,Nigeria,Africa_West_Coast
159,149,nga,Nigeria,Niger
159,151,nga,Nigeria,Lake_Chad
159,162,nga,Nigeria,Gulf_of_Guinea
157,135,nic,Nicaragua,Southern_Central_America
150,28,nld,Netherlands,Ems_Weser
150,32,nld,Netherlands,Rhine
150,36,nld,Netherlands,Scheldt
162,8,nor,Norway,Scandinavia_North_Coast
162,12,nor,Norway,Sweden
149,110,npl,Nepal,Ganges_Bramaputra
156,201,nzl,NewZealand,New_Zealand
221,94,omn,Oman,Arabian_Peninsula
165,58,pak,Pakistan,Amu_Darya
165,85,pak,Pakistan,Tarim_Interior
165,89,pak,Pakistan,Indus
165,97,pak,Pakistan,Helmand
165,102,pak,Pakistan,HamuniMashkel
165,104,pak,Pakistan,Arabian_Sea_Coast
165,107,pak,Pakistan,Sabarmati
166,135,pan,Panama,Southern_Central_America
166,143,pan,Panama,Caribbean_Coast
166,157,pan,Panama,Colombia_Ecuador_Pacific_Coast
170,157,per,Peru,Colombia_Ecuador_Pacific_Coast
170,168,per,Peru,Amazon
170,180,per,Peru,Peru_Pacific_Coast
170,200,per,Peru,La_Puna_Region
170,207,per,Peru,North_Chile_Pacific_Coast
171,119,phl,Philippines,Philippines
168,167,png,PapuaNewGuinea,Irian_Jaya_Coast
168,173,png,PapuaNewGuinea,Papua_New_Guinea_Coast
168,178,png,PapuaNewGuinea,Sepik
168,181,png,PapuaNewGuinea,Fly
168,185,png,PapuaNewGuinea,South_Pacific_Islands
173,21,pol,Poland,Denmark_Germany_Coast
173,29,pol,Poland,Oder
173,30,pol,Poland,Wisla
173,31,pol,Poland,Elbe
173,33,pol,Poland,Poland_Coast
173,35,pol,Poland,Neman
173,49,pol,Poland,Dniester
173,54,pol,Poland,Danube
177,101,pri,PuertoRico,Caribbean
116,37,prk,DemocraticPeoplesRepublicofKorea,Russia_South_East_Coast
116,65,prk,DemocraticPeoplesRepublicofKorea,North_and_South_Korea
116,66,prk,DemocraticPeoplesRepublicofKorea,Bo_Hai_Korean_Bay_North_Coast
174,60,prt,Portugal,Spain_Portugal_Atlantic_Coast
174,71,prt,Portugal,Tagus
174,74,prt,Portugal,Douro
174,81,prt,Portugal,Guadiana
174,86,prt,Portugal,Africa_North_West_Coast
169,206,pry,Paraguay,La_Plata
299,75,pse,OccupiedPalestinianTerritory,Mediterranean_Sea_East_Coast
299,95,pse,OccupiedPalestinianTerritory,Dead_Sea
179,94,qat,Qatar,Arabian_Peninsula
182,177,reu,Reunion,Madagascar
183,54,rom,Romania,Danube
183,55,rom,Romania,Adriatic_Sea_Greece_Black_Sea_Coast
185,1,rus,RussianFederation,Arctic_Ocean_Islands
185,3,rus,RussianFederation,Siberia_North_Coast
185,4,rus,RussianFederation,Siberia_West_Coast
185,5,rus,RussianFederation,Kara_Sea_Coast
185,6,rus,RussianFederation,Lena
185,8,rus,RussianFederation,Scandinavia_North_Coast
185,9,rus,RussianFederation,Russia_Barents_Sea_Coast
185,13,rus,RussianFederation,Finland
185,14,rus,RussianFederation,Northern_Dvina
185,17,rus,RussianFederation,Neva
185,18,rus,RussianFederation,Volga
185,20,rus,RussianFederation,Baltic_Sea_Coast
185,22,rus,RussianFederation,Narva
185,25,rus,RussianFederation,Daugava
185,33,rus,RussianFederation,Poland_Coast
185,35,rus,RussianFederation,Neman
185,37,rus,RussianFederation,Russia_South_East_Coast
185,38,rus,RussianFederation,Ural
185,39,rus,RussianFederation,Dnieper
185,42,rus,RussianFederation,Gobi_Interior
185,43,rus,RussianFederation,Amur
185,45,rus,RussianFederation,Caspian_Sea_Coast
185,47,rus,RussianFederation,Black_Sea_North_Coast
185,48,rus,RussianFederation,Yenisey
185,53,rus,RussianFederation,Don
185,56,rus,RussianFederation,Ob
185,70,rus,RussianFederation,Black_Sea_South_Coast
185,72,rus,RussianFederation,Caspian_Sea_South_West_Coast
185,76,rus,RussianFederation,Syr_Darya
184,87,rwa,Rwanda,Nile
184,183,rwa,Rwanda,Congo
194,84,sau,SaudiArabia,Tigris_Euphrates
194,93,sau,SaudiArabia,Red_Sea_East_Coast
194,94,sau,SaudiArabia,Arabian_Peninsula
194,98,sau,SaudiArabia,Sinai_Peninsula
194,99,sau,SaudiArabia,Eastern_Jordan_Syria
186,54,scg,SerbiaandMontenegro,Danube
186,55,scg,SerbiaandMontenegro,Adriatic_Sea_Greece_Black_Sea_Coast
206,87,sdn,Sudan(former),Nile
206,100,sdn,Sudan(former),Africa_Red_Sea_Gulf_of_Aden_Coast
206,144,sdn,Sudan(former),Africa_North_Interior
206,151,sdn,Sudan(former),Lake_Chad
206,179,sdn,Sudan(former),Rift_Valley
206,183,sdn,Sudan(former),Congo
195,142,sen,Senegal,Africa_West_Coast
195,152,sen,Senegal,Senegal
200,139,sgp,Singapore,Peninsula_Malaysia
260,1,sjm,SvalbardandJanMayenIslands,Arctic_Ocean_Islands
25,173,slb,SolomonIslands,Papua_New_Guinea_Coast
25,176,slb,SolomonIslands,Solomon_Islands
25,185,slb,SolomonIslands,South_Pacific_Islands
197,142,sle,SierraLeone,Africa_West_Coast
197,149,sle,SierraLeone,Niger
60,135,slv,ElSalvador,Southern_Central_America
192,50,smr,SanMarino,Italy_East_Coast
201,100,som,Somalia,Africa_Red_Sea_Gulf_of_Aden_Coast
201,170,som,Somalia,Shebelli_Juba
201,171,som,Somalia,Africa_East_Central_Coast
201,179,som,Somalia,Rift_Valley
190,19,spm,SaintPierreandMiquelon,Atlantic_Ocean_Seaboard
193,162,stp,SaoTomeandPrincipe,Gulf_of_Guinea
207,161,sur,Suriname,Northeast_South_America_South_Atlantic_Coast
207,168,sur,Suriname,Amazon
199,30,svk,Slovakia,Wisla
199,54,svk,Slovakia,Danube
198,54,svn,Slovenia,Danube
198,55,svn,Slovenia,Adriatic_Sea_Greece_Black_Sea_Coast
210,8,swe,Sweden,Scandinavia_North_Coast
210,12,swe,Sweden,Sweden
210,21,swe,Sweden,Denmark_Germany_Coast
209,198,swz,Swaziland,South_Africa_South_Coast
212,75,syr,SyrianArabRepublic,Mediterranean_Sea_East_Coast
212,84,syr,SyrianArabRepublic,Tigris_Euphrates
212,95,syr,SyrianArabRepublic,Dead_Sea
212,99,syr,SyrianArabRepublic,Eastern_Jordan_Syria
224,101,tca,TurksandCaicosIslands,Caribbean
39,144,tcd,Chad,Africa_North_Interior
39,149,tcd,Chad,Niger
39,151,tcd,Chad,Lake_Chad
217,142,tgo,Togo,Africa_West_Coast
217,160,tgo,Togo,Volta
216,125,tha,Thailand,Mekong
216,127,tha,Thailand,Salween
216,139,tha,Thailand,Peninsula_Malaysia
216,146,tha,Thailand,Chao_Phraya
216,148,tha,Thailand,Gulf_of_Thailand_Coast
208,58,tjk,Tajikistan,Amu_Darya
208,76,tjk,Tajikistan,Syr_Darya
208,85,tjk,Tajikistan,Tarim_Interior
213,52,tkm,Turkmenistan,Caspian_Sea_East_Coast
