# A global average yield is calculated for each GTAP_crop and is used to calculate
# aggregate rainfed harvested areas to the GCAM region level (summing over all GTAPcrops), 
# and then to calculate a Yield Index for each rainfed region-GLU. The region-GLU 
# specific index is then multiplied by a base yield to give rainfed bioenergy yields.
GCAM_region_ID,GLU,Yield_GJm2
1,GLU023,0.015950751193617187
1,GLU027,0.0165278929804846
1,GLU096,0.005113696144228367
1,GLU101,0.010953398389497273
1,GLU217,0.020096786324106
1,GLU218,0.025093633467717313
1,GLU219,0.016041082293150846
1,GLU220,0.0066594162521425365
1,GLU221,0.008048928049048474
1,GLU222,0.008131284902420079
1,GLU223,0.01787250414591128
1,GLU224,0.019071400729848285
1,GLU225,0.02437750125045049
1,GLU226,0.013572841069255187
1,GLU227,0.018228212862160493
1,GLU228,0.01997676135857195
1,GLU229,0.02174602571683024
1,GLU230,0.016459663010030202
1,GLU231,0.013200955747746285
1,GLU232,0.016575096422320724
1,GLU233,0.015694737978524168
2,GLU087,0.007303600353725441
2,GLU100,0.004675689546664828
2,GLU144,0.13856303279290066
2,GLU151,0.010101366412214301
2,GLU170,0.018392775229639103
2,GLU171,0.004412395152882902
2,GLU177,0.006561262659178935
2,GLU179,0.010630436970267958
2,GLU183,0.0049471075058636895
3,GLU075,0.006111600556727363
3,GLU080,0.006329441677649747
3,GLU086,0.006011766734329072
3,GLU087,0.017050694863813373
3,GLU098,0.002870979037640303
3,GLU144,0.005984243954527587
4,GLU087,0.0036658940246158435
4,GLU162,0.006218301783187043
4,GLU171,0.00404693044506749
4,GLU179,0.003722706106870769
4,GLU182,0.004976916443563208
4,GLU183,0.012186302637591686
4,GLU188,0.005350575637279731
4,GLU190,0.0031025662359542273
4,GLU194,0.0057046618481773675
4,GLU196,0.017483980911938018
4,GLU197,0.0037902122925701776
4,GLU198,0.005921257055190681
4,GLU199,0.009512084256641792
5,GLU086,0.007240648102756854
5,GLU087,0.005997385836224318
5,GLU142,0.008022383828315478
5,GLU144,0.03464249556319667
5,GLU149,0.009637381679664452
5,GLU151,0.008621070854974907
5,GLU152,0.00892010847547715
5,GLU160,0.010531039259708322
5,GLU162,0.013761452357276816
5,GLU183,0.010075071889029766
5,GLU188,0.008442521935103012
6,GLU184,0.007306548272402719
6,GLU189,0.006437944747144223
6,GLU191,0.006585575947515184
6,GLU193,0.007428946072146511
