"region","year","policy","agg.land","hist_value_thkm2","low_avail_percent_conv","needed_percent_conv","final_avail_percent_conv","area_change_via_protection","percent_change_via_protection"
"Argentina",2050,"CORE","Shrubland",2066.5908320162,89.15160248076,18.0809707221782,71.0706317585818,0.3965834110062,0.239
"Australia_NZ",2050,"CORE","Biomass",125.316123374095,55.6681111886533,0.935757772901002,54.7323534157523,-0.0267683439365741,-0.059
"Australia_NZ",2050,"CORE","Crops",6293.39276219373,55.6681111886533,0.935757772901002,54.7323534157523,-0.849727056392631,-0.154
"Australia_NZ",2050,"CORE","Forests (Harvested)",636.5589141,55.6681111886533,0.935757772901002,54.7323534157523,-0.0108501113768082,-0.016
"Australia_NZ",2050,"CORE","Forests (Unmanaged)",1909.0719424597,54.6838017702634,0.935757772901002,53.7480439973624,0.0689705506760069,0.045
"Australia_NZ",2050,"CORE","Grassland",55676.842942737,66.1261697695908,0.935757772901002,65.1904119966898,0.450499993091377,0.01
"Australia_NZ",2050,"CORE","Grazed Pasture",2600.801788,55.6681111886533,0.935757772901002,54.7323534157523,0.196433897384278,0.065
"Australia_NZ",2050,"CORE","Shrubland",27572.010561371,34.4567838628899,0.935757772901002,33.5210260899889,-0.18162160044538,-0.008
"Brazil",2050,"CORE","Biomass",189.866062030343,80.4503491451221,6.99499910704776,73.4553500380743,-0.342117453376464,-0.565
"Brazil",2050,"CORE","Crops",10897.5147150324,80.4503491451221,6.99499910704776,73.4553500380743,-4.27481876496699,-0.437
"Brazil",2050,"CORE","Forests (Harvested)",1670.092971,80.4503491451221,6.99499910704776,73.4553500380743,-0.137130054869965,-0.085
"Brazil",2050,"CORE","Forests (Unmanaged)",46820.985138151,73.3673990987447,6.99499910704776,66.3723999916969,-0.369356007398616,-0.01
"Brazil",2050,"CORE","Grassland",28731.9102539056,90.3070590552926,6.99499910704776,83.3120599482448,5.05724881796666,0.228
"Brazil",2050,"CORE","Grazed Pasture",5687.04596173,80.4503491451221,6.99499910704776,73.4553500380743,-2.12774120258437,-0.359
"Brazil",2050,"CORE","Shrubland",6756.593634492,86.9058471720328,6.99499910704776,79.910848064985,0.0163183794440932,0.003
"Canada",2050,"CORE","Biomass",299.43865715924,29.1841318597544,14.863444070566,14.3206877891884,-38.870089155248,-38.767
"Canada",2050,"CORE","Crops",5903.44518807743,29.1841318597544,14.863444070566,14.3206877891884,-68.0900409095203,-13.382
"Canada",2050,"CORE","Forests (Harvested)",2527.2457771,29.1841318597544,14.863444070566,14.3206877891884,-10.279056063969,-4.002
"Canada",2050,"CORE","Forests (Unmanaged)",45898.0307047727,36.9651843151654,14.863444070566,22.1017402445994,44.6156292666632,1.205
"Canada",2050,"CORE","Grassland",15009.8708698091,24.4937742328416,14.863444070566,9.6303301622756,43.5384256499239,3.56
"Canada",2050,"CORE","Grazed Pasture",307.6020063,29.1841318597544,14.863444070566,14.3206877891884,0.0873108068746925,0.25
"Canada",2050,"CORE","Shrubland",10567.226582213,1.84970560853868,14.863444070566,-13.0137384620273,20.1792027946318,2.287
"Central America and Caribbean",2050,"CORE","Biomass",36.762167814848,76.1492404779346,7.39186886715743,68.7573716107772,0.000149275339402171,0.001
"Central America and Caribbean",2050,"CORE","Crops",1686.864403566,76.1492404779346,7.39186886715743,68.7573716107772,-1.0460627505749,-0.742
"Central America and Caribbean",2050,"CORE","Forests (Harvested)",363.572111,76.1492404779346,7.39186886715743,68.7573716107772,-0.0844787213618149,-0.223
"Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",3430.734667138,70.4619964723087,7.39186886715743,63.0701276051513,0.763549764771331,0.281
"Central America and Caribbean",2050,"CORE","Grassland",2316.0861269229,84.6849175020093,7.39186886715743,77.2930486348519,0.692677567869074,0.396
"Central America and Caribbean",2050,"CORE","Grazed Pasture",411.0713399,76.1492404779346,7.39186886715743,68.7573716107772,-0.333921998588831,-0.748
"Central America and Caribbean",2050,"CORE","Shrubland",53.9705728888,68.2723453026121,7.39186886715743,60.8804764354547,0.0101244949499616,0.234
"Central Asia",2050,"CORE","Biomass",85.0349623193084,33.4343318315838,15.5959806133061,17.8383512182777,-2.71167260971582,-6.43
"Central Asia",2050,"CORE","Crops",4432.86239341118,33.4343318315838,15.5959806133061,17.8383512182777,-37.5675806244598,-9.783
"Central Asia",2050,"CORE","Forests (Harvested)",84.44813373,33.4343318315838,15.5959806133061,17.8383512182777,-0.42203079884068,-5.041
"Central Asia",2050,"CORE","Forests (Unmanaged)",363.528348993681,60.1966998236282,15.5959806133061,44.6007192103221,0.152148812525331,0.518
"Central Asia",2050,"CORE","Grassland",50500.4465088023,35.0406679962466,15.5959806133061,19.4446873829405,30.5846756003002,0.739
"Central Asia",2050,"CORE","Grazed Pasture",862.95410394,33.4343318315838,15.5959806133061,17.8383512182777,0.612707528755738,0.639
"Central Asia",2050,"CORE","Shrubland",7227.8461400251,20.7903438391855,15.5959806133061,5.1943632258794,29.625754914784,4.932
"China",2050,"CORE","Biomass",31.15726203037,54.6694448710796,29.7770725068393,24.8923723642403,-2.14070897687359,-10.126
"China",2050,"CORE","Crops",14954.3967837798,54.6694448710796,29.7770725068393,24.8923723642403,-32.5522167779127,-2.707
"China",2050,"CORE","Forests (Harvested)",3619.7838242,54.6694448710796,29.7770725068393,24.8923723642403,-9.49037588385232,-2.964
"China",2050,"CORE","Forests (Unmanaged)",13229.7317160318,89.5998001026673,29.7770725068393,59.822727595828,2.06574135228308,0.191
"China",2050,"CORE","Grassland",52385.8326142094,47.8520193241267,29.7770725068393,18.0749468172874,133.649866330071,3.082
"China",2050,"CORE","Grazed Pasture",6450.98161455,54.6694448710796,29.7770725068393,24.8923723642403,-41.1961517901055,-6.95
"China",2050,"CORE","Shrubland",6919.1374731637,39.4491122886493,29.7770725068393,9.67203978181,19.5444256743124,3.394
"Colombia",2050,"CORE","Biomass",4.3433550592616,78.9022209030795,7.27685211478581,71.6253687882937,-0.0071870833535162,-0.402
"Colombia",2050,"CORE","Crops",436.284160081749,78.9022209030795,7.27685211478581,71.6253687882937,-0.0180067668293136,-0.043
"Colombia",2050,"CORE","Forests (Harvested)",87.724325,78.9022209030795,7.27685211478581,71.6253687882937,-0.00632212911734098,-0.067
"Colombia",2050,"CORE","Forests (Unmanaged)",7011.88549762,77.3395034903176,7.27685211478581,70.0626513755318,-0.074049247120401,-0.013
"Colombia",2050,"CORE","Grassland",5294.02160241,81.5293324532741,7.27685211478581,74.2524803384883,0.167839095624729,0.04
"Colombia",2050,"CORE","Grazed Pasture",543.6413,78.9022209030795,7.27685211478581,71.6253687882937,-0.0694211691749213,-0.107
"Colombia",2050,"CORE","Shrubland",171.7319979839,60.8869425907164,7.27685211478581,53.6100904759306,-0.00194452777992761,-0.014
"EU-12",2050,"CORE","Biomass",175.792758188176,82.8897863873329,21.9822734542446,60.9075129330883,-2.74174459638446,-5.21
"EU-12",2050,"CORE","Crops",4389.58580418912,82.8897863873329,21.9822734542446,60.9075129330883,-7.5282535775399,-1.98
"EU-12",2050,"CORE","Forests (Harvested)",1408.4035104,82.8897863873329,21.9822734542446,60.9075129330883,-1.45948242731781,-1.164
"EU-12",2050,"CORE","Forests (Unmanaged)",2873.30439977042,80.6168540715846,21.9822734542446,58.63458061734,5.84913667761361,2.766
"EU-12",2050,"CORE","Grassland",3712.01861158861,84.6647322796021,21.9822734542446,62.6824588253575,6.16385908859691,2.236
"EU-12",2050,"CORE","Grazed Pasture",89.599609767,82.8897863873329,21.9822734542446,60.9075129330883,-0.158560831595231,-1.771
"EU-12",2050,"CORE","Shrubland",50.06095872959,82.6026413945691,21.9822734542446,60.6203679403245,0.0456119207337535,1.164
"EU-15",2050,"CORE","Biomass",1132.81586136321,70.8748126678626,-11.3823038329196,82.2571165007822,0.521992065404478,0.232
"EU-15",2050,"CORE","Crops",9269.14948763908,70.8748126678626,-11.3823038329196,82.2571165007822,0.0930538691022749,0.012
"EU-15",2050,"CORE","Forests (Harvested)",4356.346727,70.8748126678626,-11.3823038329196,82.2571165007822,0.0711385450123241,0.018
"EU-15",2050,"CORE","Forests (Unmanaged)",6525.4546310552,71.570994240217,-11.3823038329196,82.9532980731366,-0.140621101225364,-0.031
"EU-15",2050,"CORE","Grassland",12587.1484941728,71.2544413483508,-11.3823038329196,82.6367451812704,-0.082153544358125,-0.009
"EU-15",2050,"CORE","Grazed Pasture",0,70.8748126678626,-11.3823038329196,82.2571165007822,,
"EU-15",2050,"CORE","Shrubland",2857.69716790064,67.4640249547234,-11.3823038329196,78.846328787643,-0.0217379037108131,-0.009
"Europe_Eastern",2050,"CORE","Biomass",79.425997112621,89.3886494331046,39.3764759165348,50.0121735165698,-2.50591466010012,-6.535
"Europe_Eastern",2050,"CORE","Crops",4932.64218677814,89.3886494331046,39.3764759165348,50.0121735165698,-7.60234798480444,-1.856
"Europe_Eastern",2050,"CORE","Forests (Harvested)",405.6137283,89.3886494331046,39.3764759165348,50.0121735165698,0.150774488078056,0.412
"Europe_Eastern",2050,"CORE","Forests (Unmanaged)",1962.5908958895,87.4901119625841,39.3764759165348,48.1136360460493,4.68243899670073,3.203
"Europe_Eastern",2050,"CORE","Grassland",2111.79641999015,91.2213309794367,39.3764759165348,51.8448550629019,5.26467959537542,3.357
"Europe_Eastern",2050,"CORE","Grazed Pasture",207.98163267,89.3886494331046,39.3764759165348,50.0121735165698,-0.157926036834994,-0.753
"Europe_Eastern",2050,"CORE","Shrubland",50.6326461603,86.4281045081734,39.3764759165348,47.0516285916386,0.12232624399005,3.109
"Europe_Non_EU",2050,"CORE","Biomass",70.9522526919,86.2100114474365,29.9777831614373,56.2322282859992,-1.81473493100437,-6.212
"Europe_Non_EU",2050,"CORE","Crops",3651.13273280489,86.2100114474365,29.9777831614373,56.2322282859992,-8.76833020262348,-2.746
"Europe_Non_EU",2050,"CORE","Forests (Harvested)",508.495687,86.2100114474365,29.9777831614373,56.2322282859992,-0.66906960063145,-1.33
"Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",1733.450909181,85.2119976314329,29.9777831614373,55.2342144699956,3.54204120829869,2.742
"Europe_Non_EU",2050,"CORE","Grassland",5033.9656932741,86.573337138529,29.9777831614373,56.5955539770917,7.79396588621303,2.016
"Europe_Non_EU",2050,"CORE","Grazed Pasture",323.4355339,86.2100114474365,29.9777831614373,56.2322282859992,-0.949626836094053,-2.927
"Europe_Non_EU",2050,"CORE","Shrubland",902.283454118,86.1119906992908,29.9777831614373,56.1342075378535,0.870174394643046,1.217
"European Free Trade Association",2050,"CORE","Biomass",168.61865338731,52.642957054098,5.52859430359671,47.1143627505013,-1.87854419532265,-4.576
"European Free Trade Association",2050,"CORE","Crops",158.76454262175,52.642957054098,5.52859430359671,47.1143627505013,-0.459644661428824,-3.811
"European Free Trade Association",2050,"CORE","Forests (Harvested)",269.0015091,52.642957054098,5.52859430359671,47.1143627505013,-0.368783216524145,-1.49
"European Free Trade Association",2050,"CORE","Forests (Unmanaged)",1392.3599128398,65.9124874885442,5.52859430359671,60.3838931849475,1.16655772387384,1.264
"European Free Trade Association",2050,"CORE","Grassland",1150.47863962564,38.9980587716413,5.52859430359671,33.4694644680446,1.89538585351879,2.135
"European Free Trade Association",2050,"CORE","Grazed Pasture",134.298519,52.642957054098,5.52859430359671,47.1143627505013,-0.148822072173289,-1.09
"European Free Trade Association",2050,"CORE","Shrubland",66.4088160743,1.70496968866664,5.52859430359671,-3.82362461493007,0.203793433626249,3.549
"Global",2050,"CORE","Biomass",6127.55476359482,60.1729774786735,15.7496266546997,44.4233508239738,-193.612541379013,-10.448
"Global",2050,"CORE","Crops",192984.605646487,60.1729774786735,15.7496266546997,44.4233508239738,-545.097019888392,-3.21
"Global",2050,"CORE","Forests (Harvested)",37367.381711171,60.1729774786735,15.7496266546997,44.4233508239738,-64.7511193331712,-1.679
"Global",2050,"CORE","Forests (Unmanaged)",319988.83638355,64.8450948499816,15.7496266546997,49.0954681952819,199.846759183454,0.782
"Global",2050,"CORE","Grassland",590634.096551233,63.1029747529691,15.7496266546997,47.3533480982694,557.641969679074,1.201
"Global",2050,"CORE","Grazed Pasture",33220.6418854229,60.1729774786735,15.7496266546997,44.4233508239738,-137.514660178353,-3.515
"Global",2050,"CORE","Shrubland",140548.459026864,36.9980804427349,15.7496266546997,21.2484537880352,169.930421001795,1.478
"India",2050,"CORE","Biomass",147.918312041018,84.5443651213945,47.92787331095,36.6164918104445,-9.71541788483032,-20.612
"India",2050,"CORE","Crops",20631.6855427741,84.5443651213945,47.92787331095,36.6164918104445,-156.848507704899,-8.615
"India",2050,"CORE","Forests (Harvested)",3058.6727339,84.5443651213945,47.92787331095,36.6164918104445,-31.1902141451998,-9.184
"India",2050,"CORE","Forests (Unmanaged)",4610.0507558364,88.5838536857518,47.92787331095,40.6559803748018,85.3729580518439,30.73
"India",2050,"CORE","Grassland",4732.95146957833,82.1755467018036,47.92787331095,34.2476733908536,80.9322909477954,26.234
"India",2050,"CORE","Grazed Pasture",180.24158836,84.5443651213945,47.92787331095,36.6164918104445,-3.82675770618409,-17.9
"India",2050,"CORE","Shrubland",2355.8074394773,81.200283002439,47.92787331095,33.272409691489,33.7966212612864,20.936
"Indonesia",2050,"CORE","Biomass",40.443725328806,81.3058070990692,15.2679678805398,66.0378392185294,-0.323947674899286,-1.355
"Indonesia",2050,"CORE","Crops",5615.69505034409,81.3058070990692,15.2679678805398,66.0378392185294,-5.61130065575786,-1.172
"Indonesia",2050,"CORE","Forests (Harvested)",858.353027,81.3058070990692,15.2679678805398,66.0378392185294,-0.343524779349285,-0.384
"Indonesia",2050,"CORE","Forests (Unmanaged)",12043.951868054,83.19110718873,15.2679678805398,67.9231393081902,4.05246737774858,0.423
"Indonesia",2050,"CORE","Grassland",3360.93735433635,74.6164294960489,15.2679678805398,59.3484616155091,3.16296687198763,1.207
"Indonesia",2050,"CORE","Grazed Pasture",338.575017136,81.3058070990692,15.2679678805398,66.0378392185294,-0.768234965384726,-1.831
"Japan",2050,"CORE","Biomass",59.46352909822,66.1861756726889,-4.509871847713,70.6960475204019,0.507314800124013,3.349
"Japan",2050,"CORE","Crops",499.51167928939,66.1861756726889,-4.509871847713,70.6960475204019,-0.0181174784014966,-0.047
"Japan",2050,"CORE","Forests (Harvested)",210.066557,66.1861756726889,-4.509871847713,70.6960475204019,-0.0147488211492225,-0.087
"Japan",2050,"CORE","Forests (Unmanaged)",2681.4478185412,67.8395370113694,-4.509871847713,72.3494088590824,-0.00875702901704714,-0.004
"Japan",2050,"CORE","Grassland",588.44203099,64.2620024732923,-4.509871847713,68.7718743210053,-0.00499038767412687,-0.01
"Japan",2050,"CORE","Grazed Pasture",0,66.1861756726889,-4.509871847713,70.6960475204019,,
"Japan",2050,"CORE","Shrubland",379.17705832707,57.4097183865902,-4.509871847713,61.9195902343032,-0.00499400420200002,-0.016
"Mexico",2050,"CORE","Biomass",93.87897252494,79.6836035149414,12.9837614884705,66.6998420264709,-0.0144233917862661,-0.033
"Mexico",2050,"CORE","Crops",2825.86371311828,79.6836035149414,12.9837614884705,66.6998420264709,-3.21825538842351,-1.321
"Mexico",2050,"CORE","Forests (Harvested)",347.2903536,79.6836035149414,12.9837614884705,66.6998420264709,-0.141000583568704,-0.397
"Mexico",2050,"CORE","Forests (Unmanaged)",4640.7501888013,84.4780922249918,12.9837614884705,71.4943307365213,0.666234910391524,0.181
"Mexico",2050,"CORE","Grassland",10262.2430303813,80.0880960713935,12.9837614884705,67.104334582923,3.25929437941852,0.411
"Mexico",2050,"CORE","Grazed Pasture",1406.4694859,79.6836035149414,12.9837614884705,66.6998420264709,-0.904607656572698,-0.585
"Mexico",2050,"CORE","Shrubland",3474.5240346231,72.0520093415521,12.9837614884705,59.0682478530816,0.202305616828996,0.072
"Middle East",2050,"CORE","Biomass",25.743194904001,41.7678674254506,23.8825307716626,17.885336653788,-4.28190748671391,-19.555
"Middle East",2050,"CORE","Crops",4265.85801424546,41.7678674254506,23.8825307716626,17.885336653788,-44.6354146168627,-11.521
"Middle East",2050,"CORE","Forests (Harvested)",27.5454093,41.7678674254506,23.8825307716626,17.885336653788,-0.286181320396172,-9.127
"Middle East",2050,"CORE","Forests (Unmanaged)",92.054262545284,61.4405295278131,23.8825307716626,37.5579987561505,0.217255463304002,2.983
"Middle East",2050,"CORE","Grassland",25984.077967647,42.7421187311427,23.8825307716626,18.8595879594801,36.6370934819325,1.742
"Middle East",2050,"CORE","Grazed Pasture",427.59203232,41.7678674254506,23.8825307716626,17.885336653788,0.752239780559696,1.397
"Middle East",2050,"CORE","Shrubland",10189.2199498943,39.0950062270543,23.8825307716626,15.2124754553917,7.99905055556943,0.952
"Pakistan",2050,"CORE","Biomass",8.227450179,75.4232502447687,53.0154744579207,22.407775786848,-0.210681867143632,-7.171
"Pakistan",2050,"CORE","Crops",2608.8610997301,75.4232502447687,53.0154744579207,22.407775786848,-31.2507371765527,-15.531
"Pakistan",2050,"CORE","Forests (Harvested)",304.1259,75.4232502447687,53.0154744579207,22.407775786848,-3.13693559020067,-8.742
"Pakistan",2050,"CORE","Forests (Unmanaged)",1.6574739308,95.6111812675242,53.0154744579207,42.5957068096035,0.0209105277340356,26.457
"Pakistan",2050,"CORE","Grassland",199.265699907922,62.4749609554419,53.0154744579207,9.4594864975212,5.19185858869551,36.433
"Pakistan",2050,"CORE","Grazed Pasture",777.664064,75.4232502447687,53.0154744579207,22.407775786848,-26.5313532436666,-22.533
"Pakistan",2050,"CORE","Shrubland",2765.525211959,76.3571720836451,53.0154744579207,23.3416976257244,56.122037184739,30.612
"Russia",2050,"CORE","Biomass",1145.49739756533,28.2355625812387,17.6576622697158,10.5779003115229,-134.616862278683,-46.466
"Russia",2050,"CORE","Crops",14246.210497894,28.2355625812387,17.6576622697158,10.5779003115229,-279.994869466623,-24.171
"Russia",2050,"CORE","Forests (Harvested)",3126.43665119,28.2355625812387,17.6576622697158,10.5779003115229,12.9932560528238,4.765
"Russia",2050,"CORE","Forests (Unmanaged)",58802.3791616451,32.4877042186172,17.6576622697158,14.8300419489014,179.610712734852,3.737
"Russia",2050,"CORE","Grassland",55406.7612434837,32.5156833030859,17.6576622697158,14.8580210333701,114.645753260527,2.531
"Russia",2050,"CORE","Grazed Pasture",500.96020126984,28.2355625812387,17.6576622697158,10.5779003115229,3.36835509578895,7.214
"Russia",2050,"CORE","Shrubland",24703.7691015276,8.40578967509422,17.6576622697158,-9.25187259462158,142.44925213398,6.927
"South Africa",2050,"CORE","Biomass",10.53739403217,73.4650386711793,23.8963973698862,49.5686413012931,0.0917959947624314,2.131
"South Africa",2050,"CORE","Crops",1177.24665534715,73.4650386711793,23.8963973698862,49.5686413012931,-2.92723329478209,-2.719
"South Africa",2050,"CORE","Forests (Harvested)",181.575503,73.4650386711793,23.8963973698862,49.5686413012931,-0.158505251724422,-0.862
"South Africa",2050,"CORE","Forests (Unmanaged)",85.58751983071,94.7882324883209,23.8963973698862,70.8918351184347,0.0539200169328231,0.833
"South Africa",2050,"CORE","Grassland",11280.407817221,73.6774540497533,23.8963973698862,49.7810566798671,5.75371794703054,0.644
"South Africa",2050,"CORE","Grazed Pasture",1085.92055,73.4650386711793,23.8963973698862,49.5686413012931,-2.82147466640276,-2.296
"South Africa",2050,"CORE","Shrubland",682.37445859,67.2089093750582,23.8963973698862,43.312512005172,-0.0997667353290042,-0.179
"South America_Northern",2050,"CORE","Biomass",6.79637581250936,61.2155756345827,-12.3919515850813,73.607527219664,1.11955047693723,36.452
"South America_Northern",2050,"CORE","Crops",465.7202488616,61.2155756345827,-12.3919515850813,73.607527219664,-0.00509163210021488,-0.013
"South America_Northern",2050,"CORE","Forests (Harvested)",41.97719618,61.2155756345827,-12.3919515850813,73.607527219664,-0.0260860053220884,-0.588
"South America_Northern",2050,"CORE","Forests (Unmanaged)",10809.4202396107,54.062529006194,-12.3919515850813,66.4544805912753,0.000229023012211764,0
"South America_Northern",2050,"CORE","Grassland",4317.95637831473,79.3889814910783,-12.3919515850813,91.7809330761596,-1.92796852423669e-05,0
"South America_Northern",2050,"CORE","Grazed Pasture",257.98308611,61.2155756345827,-12.3919515850813,73.607527219664,-0.0573790989175501,-0.187
"South America_Northern",2050,"CORE","Shrubland",105.313512864,53.9276817427816,-12.3919515850813,66.3196333278629,-0.00025491282746328,-0.003
"South America_Southern",2050,"CORE","Biomass",32.6507862855824,79.3545161185474,14.8348094551093,64.5197066634381,-0.0570106695100701,-0.385
"South America_Southern",2050,"CORE","Crops",2805.89770890115,79.3545161185474,14.8348094551093,64.5197066634381,-0.595504958771989,-0.234
"South America_Southern",2050,"CORE","Forests (Harvested)",704.51533226,79.3545161185474,14.8348094551093,64.5197066634381,-0.124297422070069,-0.172
"South America_Southern",2050,"CORE","Forests (Unmanaged)",16106.5935294567,84.8533574563846,14.8348094551093,70.0185480012753,-0.0119489511425829,-0.001
"South America_Southern",2050,"CORE","Grassland",18459.9055748389,74.5978909312834,14.8348094551093,59.7630814761741,1.0597118089949,0.071
"South America_Southern",2050,"CORE","Grazed Pasture",872.93174763,79.3545161185474,14.8348094551093,64.5197066634381,-0.0876288171992974,-0.091
"South America_Southern",2050,"CORE","Shrubland",1808.0409502211,79.115099321063,14.8348094551093,64.2802898659537,-0.030585327017452,-0.021
"South Asia",2050,"CORE","Biomass",5.10291229979,50.2203237101435,21.700205877368,28.5201178327755,-0.950958720643292,-28.529
"South Asia",2050,"CORE","Crops",2412.95474994255,50.2203237101435,21.700205877368,28.5201178327755,-32.4863502805425,-15.89
"South Asia",2050,"CORE","Forests (Harvested)",457.5320871,50.2203237101435,21.700205877368,28.5201178327755,-3.82238708105609,-7.231
"South Asia",2050,"CORE","Forests (Unmanaged)",1260.774695288,66.4603419230776,21.700205877368,44.7601360457096,6.78119543825124,7.501
"South Asia",2050,"CORE","Grassland",4393.2530644236,45.034565182347,21.700205877368,23.334359304979,60.1935549916804,18.036
"South Asia",2050,"CORE","Grazed Pasture",883.4319077,50.2203237101435,21.700205877368,28.5201178327755,-31.5561589385797,-28.703
"South Asia",2050,"CORE","Shrubland",1791.78344726,51.6808979590202,21.700205877368,29.9806920816522,8.61139458181109,6.195
"South Korea",2050,"CORE","Biomass",0.651472477,76.736100878652,12.2321576873894,64.5039431912626,-0.00534599637619093,-1.949
"South Korea",2050,"CORE","Crops",197.24504459238,76.736100878652,12.2321576873894,64.5039431912626,0.0468026151902747,0.299
"South Korea",2050,"CORE","Forests (Harvested)",58.61572,76.736100878652,12.2321576873894,64.5039431912626,0.0209650327040873,0.409
"South Korea",2050,"CORE","Forests (Unmanaged)",311.85697609,77.3198743734878,12.2321576873894,65.0877166860984,-0.0210621473490788,-0.081
"South Korea",2050,"CORE","Grassland",115.46596239072,73.7523582412496,12.2321576873894,61.5202005538602,-0.0099624614629869,-0.103
"South Korea",2050,"CORE","Grazed Pasture",6.49263,76.736100878652,12.2321576873894,64.5039431912626,0.00800227589006449,1.301
"South Korea",2050,"CORE","Shrubland",486.89761216,77.0686870009744,12.2321576873894,64.836529313585,-0.0393800445715142,-0.097
