,region,Availability,policy,output,year,value
125410,Global,High Availability,CORE,MiscCrop,2015,1986.332882
125411,Global,Low Availability,CORE,MiscCrop,2015,1986.332882
125412,Global,0 percent,CORE,OilCrop,2015,493.9902679
125413,Global,10 percent,CORE,OilCrop,2015,493.9902679
125414,Global,100 percent,CORE,OilCrop,2015,493.9902679
125415,Global,20 percent,CORE,OilCrop,2015,493.9902679
125416,Global,30 percent,CORE,OilCrop,2015,493.9902679
125417,Global,40 percent,CORE,OilCrop,2015,493.9902679
125418,Global,50 percent,CORE,OilCrop,2015,493.9902679
125419,Global,60 percent,CORE,OilCrop,2015,493.9902679
125420,Global,70 percent,CORE,OilCrop,2015,493.9902679
125421,Global,80 percent,CORE,OilCrop,2015,493.9902679
125422,Global,90 percent,CORE,OilCrop,2015,493.9902679
125423,Global,High Availability,CORE,OilCrop,2015,493.9902679
125424,Global,Low Availability,CORE,OilCrop,2015,493.9902679
125425,Global,0 percent,CORE,OtherGrain,2015,304.1377871
125426,Global,10 percent,CORE,OtherGrain,2015,304.1377871
125427,Global,100 percent,CORE,OtherGrain,2015,304.1377871
125428,Global,20 percent,CORE,OtherGrain,2015,304.1377871
125429,Global,30 percent,CORE,OtherGrain,2015,304.1377871
125430,Global,40 percent,CORE,OtherGrain,2015,304.1377871
125431,Global,50 percent,CORE,OtherGrain,2015,304.1377871
125432,Global,60 percent,CORE,OtherGrain,2015,304.1377871
125433,Global,70 percent,CORE,OtherGrain,2015,304.1377871
125434,Global,80 percent,CORE,OtherGrain,2015,304.1377871
125435,Global,90 percent,CORE,OtherGrain,2015,304.1377871
125436,Global,High Availability,CORE,OtherGrain,2015,304.1377871
125437,Global,Low Availability,CORE,OtherGrain,2015,304.1377871
125438,Global,0 percent,CORE,PalmFruit,2015,343.8598215
125439,Global,10 percent,CORE,PalmFruit,2015,343.8598215
125440,Global,100 percent,CORE,PalmFruit,2015,343.8598215
125441,Global,20 percent,CORE,PalmFruit,2015,343.8598215
125442,Global,30 percent,CORE,PalmFruit,2015,343.8598215
125443,Global,40 percent,CORE,PalmFruit,2015,343.8598215
125444,Global,50 percent,CORE,PalmFruit,2015,343.8598215
125445,Global,60 percent,CORE,PalmFruit,2015,343.8598215
125446,Global,70 percent,CORE,PalmFruit,2015,343.8598215
125447,Global,80 percent,CORE,PalmFruit,2015,343.8598215
125448,Global,90 percent,CORE,PalmFruit,2015,343.8598215
125449,Global,High Availability,CORE,PalmFruit,2015,343.8598215
125450,Global,Low Availability,CORE,PalmFruit,2015,343.8598215
125451,Global,0 percent,CORE,Pasture,2015,2183.152256
125452,Global,10 percent,CORE,Pasture,2015,2183.152256
125453,Global,100 percent,CORE,Pasture,2015,2183.152256
125454,Global,20 percent,CORE,Pasture,2015,2183.152256
125455,Global,30 percent,CORE,Pasture,2015,2183.152256
125456,Global,40 percent,CORE,Pasture,2015,2183.152256
125457,Global,50 percent,CORE,Pasture,2015,2183.152256
125458,Global,60 percent,CORE,Pasture,2015,2183.152256
125459,Global,70 percent,CORE,Pasture,2015,2183.152256
125460,Global,80 percent,CORE,Pasture,2015,2183.152256
125461,Global,90 percent,CORE,Pasture,2015,2183.152256
125462,Global,High Availability,CORE,Pasture,2015,2183.152256
125463,Global,Low Availability,CORE,Pasture,2015,2183.152256
125464,Global,0 percent,CORE,Rice,2015,744.2993157
125465,Global,10 percent,CORE,Rice,2015,744.2993157
125466,Global,100 percent,CORE,Rice,2015,744.2993157
125467,Global,20 percent,CORE,Rice,2015,744.2993157
125468,Global,30 percent,CORE,Rice,2015,744.2993157
125469,Global,40 percent,CORE,Rice,2015,744.2993157
125470,Global,50 percent,CORE,Rice,2015,744.2993157
125471,Global,60 percent,CORE,Rice,2015,744.2993157
125472,Global,70 percent,CORE,Rice,2015,744.2993157
125473,Global,80 percent,CORE,Rice,2015,744.2993157
125474,Global,90 percent,CORE,Rice,2015,744.2993157
125475,Global,High Availability,CORE,Rice,2015,744.2993157
125476,Global,Low Availability,CORE,Rice,2015,744.2993157
125477,Global,0 percent,CORE,RootTuber,2015,835.1285188
125478,Global,10 percent,CORE,RootTuber,2015,835.1285188
125479,Global,100 percent,CORE,RootTuber,2015,835.1285188
125480,Global,20 percent,CORE,RootTuber,2015,835.1285188
125481,Global,30 percent,CORE,RootTuber,2015,835.1285188
125482,Global,40 percent,CORE,RootTuber,2015,835.1285188
125483,Global,50 percent,CORE,RootTuber,2015,835.1285188
125484,Global,60 percent,CORE,RootTuber,2015,835.1285188
125485,Global,70 percent,CORE,RootTuber,2015,835.1285188
125486,Global,80 percent,CORE,RootTuber,2015,835.1285188
125487,Global,90 percent,CORE,RootTuber,2015,835.1285188
125488,Global,High Availability,CORE,RootTuber,2015,835.1285188
125489,Global,Low Availability,CORE,RootTuber,2015,835.1285188
125490,Global,0 percent,CORE,SugarCrop,2015,2134.222699
125491,Global,10 percent,CORE,SugarCrop,2015,2134.222699
125492,Global,100 percent,CORE,SugarCrop,2015,2134.222699
125493,Global,20 percent,CORE,SugarCrop,2015,2134.222699
125494,Global,30 percent,CORE,SugarCrop,2015,2134.222699
125495,Global,40 percent,CORE,SugarCrop,2015,2134.222699
125496,Global,50 percent,CORE,SugarCrop,2015,2134.222699
125497,Global,60 percent,CORE,SugarCrop,2015,2134.222699
125498,Global,70 percent,CORE,SugarCrop,2015,2134.222699
125499,Global,80 percent,CORE,SugarCrop,2015,2134.222699
125500,Global,90 percent,CORE,SugarCrop,2015,2134.222699
125501,Global,High Availability,CORE,SugarCrop,2015,2134.222699
125502,Global,Low Availability,CORE,SugarCrop,2015,2134.222699
125503,Global,0 percent,CORE,Wheat,2015,733.1997539
125504,Global,10 percent,CORE,Wheat,2015,733.1997539
125505,Global,100 percent,CORE,Wheat,2015,733.1997539
125506,Global,20 percent,CORE,Wheat,2015,733.1997539
125507,Global,30 percent,CORE,Wheat,2015,733.1997539
125508,Global,40 percent,CORE,Wheat,2015,733.1997539
125509,Global,50 percent,CORE,Wheat,2015,733.1997539
125510,Global,60 percent,CORE,Wheat,2015,733.1997539
125511,Global,70 percent,CORE,Wheat,2015,733.1997539
125512,Global,80 percent,CORE,Wheat,2015,733.1997539
125513,Global,90 percent,CORE,Wheat,2015,733.1997539
125514,Global,High Availability,CORE,Wheat,2015,733.1997539
125515,Global,Low Availability,CORE,Wheat,2015,733.1997539
125516,Global,0 percent,CORE,biomass,2020,24.91530322
125517,Global,10 percent,CORE,biomass,2020,24.95574532
125518,Global,100 percent,CORE,biomass,2020,24.9795258
125519,Global,20 percent,CORE,biomass,2020,24.96555457
125520,Global,30 percent,CORE,biomass,2020,24.97031531
125521,Global,40 percent,CORE,biomass,2020,24.97316341
125522,Global,50 percent,CORE,biomass,2020,24.97507752
125523,Global,60 percent,CORE,biomass,2020,24.97646227
125524,Global,70 percent,CORE,biomass,2020,24.97750845
125525,Global,80 percent,CORE,biomass,2020,24.97832038
125526,Global,90 percent,CORE,biomass,2020,24.97898063
125527,Global,High Availability,CORE,biomass,2020,24.97877625
125528,Global,Low Availability,CORE,biomass,2020,24.97759141
125529,Global,0 percent,CORE,Corn,2020,1124.63936
125530,Global,10 percent,CORE,Corn,2020,1131.292408
125531,Global,100 percent,CORE,Corn,2020,1136.590014
125532,Global,20 percent,CORE,Corn,2020,1133.328164
125533,Global,30 percent,CORE,Corn,2020,1134.375173
125534,Global,40 percent,CORE,Corn,2020,1135.030318
125535,Global,50 percent,CORE,Corn,2020,1135.484618
125536,Global,60 percent,CORE,Corn,2020,1135.819478
125537,Global,70 percent,CORE,Corn,2020,1136.077873
125538,Global,80 percent,CORE,Corn,2020,1136.283334
125539,Global,90 percent,CORE,Corn,2020,1136.451427
125540,Global,High Availability,CORE,Corn,2020,1136.417826
125541,Global,Low Availability,CORE,Corn,2020,1136.379066
125542,Global,0 percent,CORE,FiberCrop,2020,81.38747867
125543,Global,10 percent,CORE,FiberCrop,2020,81.39352985
125544,Global,100 percent,CORE,FiberCrop,2020,81.48052627
125545,Global,20 percent,CORE,FiberCrop,2020,81.41102703
125546,Global,30 percent,CORE,FiberCrop,2020,81.42541909
125547,Global,40 percent,CORE,FiberCrop,2020,81.43722588
125548,Global,50 percent,CORE,FiberCrop,2020,81.44718761
125549,Global,60 percent,CORE,FiberCrop,2020,81.45562471
125550,Global,70 percent,CORE,FiberCrop,2020,81.46308001
125551,Global,80 percent,CORE,FiberCrop,2020,81.46966433
125552,Global,90 percent,CORE,FiberCrop,2020,81.47540349
125553,Global,High Availability,CORE,FiberCrop,2020,81.47135845
125554,Global,Low Availability,CORE,FiberCrop,2020,81.46907395
125555,Global,0 percent,CORE,FodderGrass,2020,830.1613112
125556,Global,10 percent,CORE,FodderGrass,2020,821.8566396
125557,Global,100 percent,CORE,FodderGrass,2020,821.2027003
125558,Global,20 percent,CORE,FodderGrass,2020,821.0688613
125559,Global,30 percent,CORE,FodderGrass,2020,820.9051841
125560,Global,40 percent,CORE,FodderGrass,2020,820.8941254
125561,Global,50 percent,CORE,FodderGrass,2020,820.9320834
125562,Global,60 percent,CORE,FodderGrass,2020,820.9852906
125563,Global,70 percent,CORE,FodderGrass,2020,821.0426044
125564,Global,80 percent,CORE,FodderGrass,2020,821.0990278
125565,Global,90 percent,CORE,FodderGrass,2020,821.1526872
125566,Global,High Availability,CORE,FodderGrass,2020,821.4372729
125567,Global,Low Availability,CORE,FodderGrass,2020,821.4197215
125568,Global,0 percent,CORE,FodderHerb,2020,1112.688282
125569,Global,10 percent,CORE,FodderHerb,2020,1095.337172
125570,Global,100 percent,CORE,FodderHerb,2020,1087.394914
125571,Global,20 percent,CORE,FodderHerb,2020,1091.94761
125572,Global,30 percent,CORE,FodderHerb,2020,1090.385047
125573,Global,40 percent,CORE,FodderHerb,2020,1089.461436
125574,Global,50 percent,CORE,FodderHerb,2020,1088.843407
125575,Global,60 percent,CORE,FodderHerb,2020,1088.397162
125576,Global,70 percent,CORE,FodderHerb,2020,1088.058036
125577,Global,80 percent,CORE,FodderHerb,2020,1087.790965
125578,Global,90 percent,CORE,FodderHerb,2020,1087.57406
125579,Global,High Availability,CORE,FodderHerb,2020,1087.883111
125580,Global,Low Availability,CORE,FodderHerb,2020,1087.971129
125581,Global,0 percent,CORE,Forest,2020,3.932744662
125582,Global,10 percent,CORE,Forest,2020,3.977336066
125583,Global,100 percent,CORE,Forest,2020,4.000628005
125584,Global,20 percent,CORE,Forest,2020,3.986822245
125585,Global,30 percent,CORE,Forest,2020,3.99142418
125586,Global,40 percent,CORE,Forest,2020,3.994219212
125587,Global,50 percent,CORE,Forest,2020,3.996119641
125588,Global,60 percent,CORE,Forest,2020,3.997504854
125589,Global,70 percent,CORE,Forest,2020,3.998560072
125590,Global,80 percent,CORE,Forest,2020,3.999393746
125591,Global,90 percent,CORE,Forest,2020,4.000068825
125592,Global,High Availability,CORE,Forest,2020,3.999589102
125593,Global,Low Availability,CORE,Forest,2020,3.999121562
125594,Global,0 percent,CORE,MiscCrop,2020,2219.760368
125595,Global,10 percent,CORE,MiscCrop,2020,2220.190447
125596,Global,100 percent,CORE,MiscCrop,2020,2220.43718
125597,Global,20 percent,CORE,MiscCrop,2020,2220.285076
125598,Global,30 percent,CORE,MiscCrop,2020,2220.330831
125599,Global,40 percent,CORE,MiscCrop,2020,2220.361505
125600,Global,50 percent,CORE,MiscCrop,2020,2220.382503
125601,Global,60 percent,CORE,MiscCrop,2020,2220.398181
125602,Global,70 percent,CORE,MiscCrop,2020,2220.410537
125603,Global,80 percent,CORE,MiscCrop,2020,2220.421055
125604,Global,90 percent,CORE,MiscCrop,2020,2220.43013
125605,Global,High Availability,CORE,MiscCrop,2020,2220.417585
125606,Global,Low Availability,CORE,MiscCrop,2020,2220.411766
125607,Global,0 percent,CORE,OilCrop,2020,535.2881669
125608,Global,10 percent,CORE,OilCrop,2020,539.0787436
125609,Global,100 percent,CORE,OilCrop,2020,542.0839977
125610,Global,20 percent,CORE,OilCrop,2020,540.1690145
125611,Global,30 percent,CORE,OilCrop,2020,540.7607781
125612,Global,40 percent,CORE,OilCrop,2020,541.1426953
125613,Global,50 percent,CORE,OilCrop,2020,541.4123002
125614,Global,60 percent,CORE,OilCrop,2020,541.6138548
125615,Global,70 percent,CORE,OilCrop,2020,541.7706674
125616,Global,80 percent,CORE,OilCrop,2020,541.8959266
125617,Global,90 percent,CORE,OilCrop,2020,541.9983634
125618,Global,High Availability,CORE,OilCrop,2020,542.0807749
125619,Global,Low Availability,CORE,OilCrop,2020,542.0517662
125620,Global,0 percent,CORE,OtherGrain,2020,321.5181862
125621,Global,10 percent,CORE,OtherGrain,2020,322.3265822
125622,Global,100 percent,CORE,OtherGrain,2020,323.0775815
125623,Global,20 percent,CORE,OtherGrain,2020,322.606577
125624,Global,30 percent,CORE,OtherGrain,2020,322.7573405
125625,Global,40 percent,CORE,OtherGrain,2020,322.8525965
125626,Global,50 percent,CORE,OtherGrain,2020,322.918605
125627,Global,60 percent,CORE,OtherGrain,2020,322.9670891
125628,Global,70 percent,CORE,OtherGrain,2020,323.0042143
125629,Global,80 percent,CORE,OtherGrain,2020,323.0336565
125630,Global,90 percent,CORE,OtherGrain,2020,323.0576231
125631,Global,High Availability,CORE,OtherGrain,2020,323.0177862
125632,Global,Low Availability,CORE,OtherGrain,2020,322.9748198
125633,Global,0 percent,CORE,PalmFruit,2020,372.9105574
125634,Global,10 percent,CORE,PalmFruit,2020,372.5582279
125635,Global,100 percent,CORE,PalmFruit,2020,372.4268495
125636,Global,20 percent,CORE,PalmFruit,2020,372.5007536
125637,Global,30 percent,CORE,PalmFruit,2020,372.4750366
125638,Global,40 percent,CORE,PalmFruit,2020,372.4600345
125639,Global,50 percent,CORE,PalmFruit,2020,372.4500616
125640,Global,60 percent,CORE,PalmFruit,2020,372.4428078
125641,Global,70 percent,CORE,PalmFruit,2020,372.4375167
125642,Global,80 percent,CORE,PalmFruit,2020,372.4332677
125643,Global,90 percent,CORE,PalmFruit,2020,372.4295733
125644,Global,High Availability,CORE,PalmFruit,2020,372.4345775
125645,Global,Low Availability,CORE,PalmFruit,2020,372.4211153
125646,Global,0 percent,CORE,Pasture,2020,2271.990146
125647,Global,10 percent,CORE,Pasture,2020,2344.72409
125648,Global,100 percent,CORE,Pasture,2020,2375.260955
125649,Global,20 percent,CORE,Pasture,2020,2358.40696
125650,Global,30 percent,CORE,Pasture,2020,2364.456253
125651,Global,40 percent,CORE,Pasture,2020,2367.919158
125652,Global,50 percent,CORE,Pasture,2020,2370.179786
125653,Global,60 percent,CORE,Pasture,2020,2371.778197
125654,Global,70 percent,CORE,Pasture,2020,2372.973232
125655,Global,80 percent,CORE,Pasture,2020,2373.903424
125656,Global,90 percent,CORE,Pasture,2020,2374.648415
125657,Global,High Availability,CORE,Pasture,2020,2373.184795
125658,Global,Low Availability,CORE,Pasture,2020,2372.787902
125659,Global,0 percent,CORE,Rice,2020,769.1728653
125660,Global,10 percent,CORE,Rice,2020,769.8154586
125661,Global,100 percent,CORE,Rice,2020,770.3369998
125662,Global,20 percent,CORE,Rice,2020,770.0180187
125663,Global,30 percent,CORE,Rice,2020,770.1215488
125664,Global,40 percent,CORE,Rice,2020,770.1859182
125665,Global,50 percent,CORE,Rice,2020,770.2302727
125666,Global,60 percent,CORE,Rice,2020,770.2629958
125667,Global,70 percent,CORE,Rice,2020,770.2877444
125668,Global,80 percent,CORE,Rice,2020,770.3075229
125669,Global,90 percent,CORE,Rice,2020,770.323614
125670,Global,High Availability,CORE,Rice,2020,770.3154564
125671,Global,Low Availability,CORE,Rice,2020,770.2996851
125672,Global,0 percent,CORE,RootTuber,2020,889.9796857
125673,Global,10 percent,CORE,RootTuber,2020,886.3581182
125674,Global,100 percent,CORE,RootTuber,2020,884.4576322
125675,Global,20 percent,CORE,RootTuber,2020,885.5560075
125676,Global,30 percent,CORE,RootTuber,2020,885.1782261
125677,Global,40 percent,CORE,RootTuber,2020,884.9541771
125678,Global,50 percent,CORE,RootTuber,2020,884.8039093
125679,Global,60 percent,CORE,RootTuber,2020,884.6962328
125680,Global,70 percent,CORE,RootTuber,2020,884.6147738
125681,Global,80 percent,CORE,RootTuber,2020,884.5512361
125682,Global,90 percent,CORE,RootTuber,2020,884.499778
125683,Global,High Availability,CORE,RootTuber,2020,884.5499558
125684,Global,Low Availability,CORE,RootTuber,2020,884.5666189
125685,Global,0 percent,CORE,SugarCrop,2020,2306.565664
125686,Global,10 percent,CORE,SugarCrop,2020,2310.927843
125687,Global,100 percent,CORE,SugarCrop,2020,2313.31616
125688,Global,20 percent,CORE,SugarCrop,2020,2311.908158
125689,Global,30 percent,CORE,SugarCrop,2020,2312.393815
125690,Global,40 percent,CORE,SugarCrop,2020,2312.686887
125691,Global,50 percent,CORE,SugarCrop,2020,2312.882633
125692,Global,60 percent,CORE,SugarCrop,2020,2313.021364
125693,Global,70 percent,CORE,SugarCrop,2020,2313.125444
125694,Global,80 percent,CORE,SugarCrop,2020,2313.204854
125695,Global,90 percent,CORE,SugarCrop,2020,2313.267511
125696,Global,High Availability,CORE,SugarCrop,2020,2313.365576
125697,Global,Low Availability,CORE,SugarCrop,2020,2313.316129
125698,Global,0 percent,CORE,Wheat,2020,760.1471416
125699,Global,10 percent,CORE,Wheat,2020,761.571699
125700,Global,100 percent,CORE,Wheat,2020,762.4950645
125701,Global,20 percent,CORE,Wheat,2020,761.9601594
125702,Global,30 percent,CORE,Wheat,2020,762.1473741
125703,Global,40 percent,CORE,Wheat,2020,762.25828
125704,Global,50 percent,CORE,Wheat,2020,762.3314547
125705,Global,60 percent,CORE,Wheat,2020,762.383773
125706,Global,70 percent,CORE,Wheat,2020,762.4222747
125707,Global,80 percent,CORE,Wheat,2020,762.4522508
125708,Global,90 percent,CORE,Wheat,2020,762.4757436
125709,Global,High Availability,CORE,Wheat,2020,762.4189063
125710,Global,Low Availability,CORE,Wheat,2020,762.3924985
125711,Global,0 percent,CORE,biomass,2025,32.46025559
125712,Global,10 percent,CORE,biomass,2025,33.29699339
125713,Global,100 percent,CORE,biomass,2025,36.39540508
125714,Global,20 percent,CORE,biomass,2025,33.82205886
125715,Global,30 percent,CORE,biomass,2025,34.25270497
125716,Global,40 percent,CORE,biomass,2025,34.64353083
125717,Global,50 percent,CORE,biomass,2025,34.99391353
125718,Global,60 percent,CORE,biomass,2025,35.31461743
125719,Global,70 percent,CORE,biomass,2025,35.61200249
125720,Global,80 percent,CORE,biomass,2025,35.88967128
125721,Global,90 percent,CORE,biomass,2025,36.15018624
125722,Global,High Availability,CORE,biomass,2025,34.30822925
125723,Global,Low Availability,CORE,biomass,2025,34.18111197
125724,Global,0 percent,CORE,Corn,2025,1169.613963
125725,Global,10 percent,CORE,Corn,2025,1180.144286
125726,Global,100 percent,CORE,Corn,2025,1188.701279
125727,Global,20 percent,CORE,Corn,2025,1183.498722
125728,Global,30 percent,CORE,Corn,2025,1185.163935
125729,Global,40 percent,CORE,Corn,2025,1186.173857
125730,Global,50 percent,CORE,Corn,2025,1186.918545
125731,Global,60 percent,CORE,Corn,2025,1187.474417
125732,Global,70 percent,CORE,Corn,2025,1187.893359
125733,Global,80 percent,CORE,Corn,2025,1188.223697
125734,Global,90 percent,CORE,Corn,2025,1188.485578
125735,Global,High Availability,CORE,Corn,2025,1188.651991
125736,Global,Low Availability,CORE,Corn,2025,1188.606014
125737,Global,0 percent,CORE,FiberCrop,2025,85.48496503
125738,Global,10 percent,CORE,FiberCrop,2025,85.47242152
125739,Global,100 percent,CORE,FiberCrop,2025,85.66317576
125740,Global,20 percent,CORE,FiberCrop,2025,85.50594144
125741,Global,30 percent,CORE,FiberCrop,2025,85.5360224
125742,Global,40 percent,CORE,FiberCrop,2025,85.5618558
125743,Global,50 percent,CORE,FiberCrop,2025,85.5852738
125744,Global,60 percent,CORE,FiberCrop,2025,85.60554754
125745,Global,70 percent,CORE,FiberCrop,2025,85.62290838
125746,Global,80 percent,CORE,FiberCrop,2025,85.63808092
125747,Global,90 percent,CORE,FiberCrop,2025,85.65139049
125748,Global,High Availability,CORE,FiberCrop,2025,85.64670174
125749,Global,Low Availability,CORE,FiberCrop,2025,85.64229995
125750,Global,0 percent,CORE,FodderGrass,2025,889.0050782
125751,Global,10 percent,CORE,FodderGrass,2025,870.6654479
125752,Global,100 percent,CORE,FodderGrass,2025,869.1734414
125753,Global,20 percent,CORE,FodderGrass,2025,868.8853245
125754,Global,30 percent,CORE,FodderGrass,2025,868.53238
125755,Global,40 percent,CORE,FodderGrass,2025,868.5246795
125756,Global,50 percent,CORE,FodderGrass,2025,868.630768
125757,Global,60 percent,CORE,FodderGrass,2025,868.7635805
125758,Global,70 percent,CORE,FodderGrass,2025,868.8892975
125759,Global,80 percent,CORE,FodderGrass,2025,868.9982982
125760,Global,90 percent,CORE,FodderGrass,2025,869.091204
125761,Global,High Availability,CORE,FodderGrass,2025,869.8293151
125762,Global,Low Availability,CORE,FodderGrass,2025,869.7916342
125763,Global,0 percent,CORE,FodderHerb,2025,1271.657971
125764,Global,10 percent,CORE,FodderHerb,2025,1230.002086
125765,Global,100 percent,CORE,FodderHerb,2025,1210.879175
125766,Global,20 percent,CORE,FodderHerb,2025,1221.679807
125767,Global,30 percent,CORE,FodderHerb,2025,1217.909742
125768,Global,40 percent,CORE,FodderHerb,2025,1215.708976
125769,Global,50 percent,CORE,FodderHerb,2025,1214.262351
125770,Global,60 percent,CORE,FodderHerb,2025,1213.225836
125771,Global,70 percent,CORE,FodderHerb,2025,1212.436315
125772,Global,80 percent,CORE,FodderHerb,2025,1211.812549
125773,Global,90 percent,CORE,FodderHerb,2025,1211.302483
125774,Global,High Availability,CORE,FodderHerb,2025,1212.115836
125775,Global,Low Availability,CORE,FodderHerb,2025,1212.318405
125776,Global,0 percent,CORE,Forest,2025,4.084395944
125777,Global,10 percent,CORE,Forest,2025,4.197774885
125778,Global,100 percent,CORE,Forest,2025,4.259388263
125779,Global,20 percent,CORE,Forest,2025,4.222686315
125780,Global,30 percent,CORE,Forest,2025,4.234800887
125781,Global,40 percent,CORE,Forest,2025,4.242202784
125782,Global,50 percent,CORE,Forest,2025,4.24725681
125783,Global,60 percent,CORE,Forest,2025,4.250955354
125784,Global,70 percent,CORE,Forest,2025,4.253789714
125785,Global,80 percent,CORE,Forest,2025,4.256038112
125786,Global,90 percent,CORE,Forest,2025,4.257868676
125787,Global,High Availability,CORE,Forest,2025,4.255324901
125788,Global,Low Availability,CORE,Forest,2025,4.253953157
125789,Global,0 percent,CORE,MiscCrop,2025,2448.423771
125790,Global,10 percent,CORE,MiscCrop,2025,2449.278841
125791,Global,100 percent,CORE,MiscCrop,2025,2449.779462
125792,Global,20 percent,CORE,MiscCrop,2025,2449.465943
125793,Global,30 percent,CORE,MiscCrop,2025,2449.55973
125794,Global,40 percent,CORE,MiscCrop,2025,2449.620928
125795,Global,50 percent,CORE,MiscCrop,2025,2449.664256
125796,Global,60 percent,CORE,MiscCrop,2025,2449.699107
125797,Global,70 percent,CORE,MiscCrop,2025,2449.725846
125798,Global,80 percent,CORE,MiscCrop,2025,2449.746432
125799,Global,90 percent,CORE,MiscCrop,2025,2449.762323
125800,Global,High Availability,CORE,MiscCrop,2025,2449.755076
125801,Global,Low Availability,CORE,MiscCrop,2025,2449.75981
125802,Global,0 percent,CORE,OilCrop,2025,564.976799
125803,Global,10 percent,CORE,OilCrop,2025,572.8521625
125804,Global,100 percent,CORE,OilCrop,2025,578.0935337
125805,Global,20 percent,CORE,OilCrop,2025,574.931203
125806,Global,30 percent,CORE,OilCrop,2025,575.9900625
125807,Global,40 percent,CORE,OilCrop,2025,576.6397911
125808,Global,50 percent,CORE,OilCrop,2025,577.0840016
125809,Global,60 percent,CORE,OilCrop,2025,577.4046444
125810,Global,70 percent,CORE,OilCrop,2025,577.6447979
125811,Global,80 percent,CORE,OilCrop,2025,577.8297603
125812,Global,90 percent,CORE,OilCrop,2025,577.9762636
125813,Global,High Availability,CORE,OilCrop,2025,578.3158816
125814,Global,Low Availability,CORE,OilCrop,2025,578.2958339
125815,Global,0 percent,CORE,OtherGrain,2025,335.131973
125816,Global,10 percent,CORE,OtherGrain,2025,337.2905285
125817,Global,100 percent,CORE,OtherGrain,2025,340.0377445
125818,Global,20 percent,CORE,OtherGrain,2025,338.1927043
125819,Global,30 percent,CORE,OtherGrain,2025,338.7250975
125820,Global,40 percent,CORE,OtherGrain,2025,339.0820749
125821,Global,50 percent,CORE,OtherGrain,2025,339.3456083
125822,Global,60 percent,CORE,OtherGrain,2025,339.5471044
125823,Global,70 percent,CORE,OtherGrain,2025,339.7056542
125824,Global,80 percent,CORE,OtherGrain,2025,339.836878
125825,Global,90 percent,CORE,OtherGrain,2025,339.945925
125826,Global,High Availability,CORE,OtherGrain,2025,339.7333109
125827,Global,Low Availability,CORE,OtherGrain,2025,339.5723372
125828,Global,0 percent,CORE,PalmFruit,2025,397.9427946
125829,Global,10 percent,CORE,PalmFruit,2025,397.1343452
125830,Global,100 percent,CORE,PalmFruit,2025,396.6873829
125831,Global,20 percent,CORE,PalmFruit,2025,396.9642152
125832,Global,30 percent,CORE,PalmFruit,2025,396.8821144
125833,Global,40 percent,CORE,PalmFruit,2025,396.8291312
125834,Global,50 percent,CORE,PalmFruit,2025,396.7907786
125835,Global,60 percent,CORE,PalmFruit,2025,396.7603375
125836,Global,70 percent,CORE,PalmFruit,2025,396.7349501
125837,Global,80 percent,CORE,PalmFruit,2025,396.7171929
125838,Global,90 percent,CORE,PalmFruit,2025,396.701893
125839,Global,High Availability,CORE,PalmFruit,2025,396.8125091
125840,Global,Low Availability,CORE,PalmFruit,2025,396.7878498
125841,Global,0 percent,CORE,Pasture,2025,2370.485802
125842,Global,10 percent,CORE,Pasture,2025,2534.512608
125843,Global,100 percent,CORE,Pasture,2025,2612.185285
125844,Global,20 percent,CORE,Pasture,2025,2569.079837
125845,Global,30 percent,CORE,Pasture,2025,2584.470668
125846,Global,40 percent,CORE,Pasture,2025,2593.291367
125847,Global,50 percent,CORE,Pasture,2025,2599.067794
125848,Global,60 percent,CORE,Pasture,2025,2603.164312
125849,Global,70 percent,CORE,Pasture,2025,2606.240922
125850,Global,80 percent,CORE,Pasture,2025,2608.649814
125851,Global,90 percent,CORE,Pasture,2025,2610.590414
125852,Global,High Availability,CORE,Pasture,2025,2606.489439
125853,Global,Low Availability,CORE,Pasture,2025,2605.451985
125854,Global,0 percent,CORE,Rice,2025,790.4826629
125855,Global,10 percent,CORE,Rice,2025,791.6509791
125856,Global,100 percent,CORE,Rice,2025,792.7230926
125857,Global,20 percent,CORE,Rice,2025,792.0573136
125858,Global,30 percent,CORE,Rice,2025,792.2693928
125859,Global,40 percent,CORE,Rice,2025,792.4022598
125860,Global,50 percent,CORE,Rice,2025,792.4950824
125861,Global,60 percent,CORE,Rice,2025,792.5636597
125862,Global,70 percent,CORE,Rice,2025,792.6169149
125863,Global,80 percent,CORE,Rice,2025,792.6591968
125864,Global,90 percent,CORE,Rice,2025,792.6940368
125865,Global,High Availability,CORE,Rice,2025,792.6915239
125866,Global,Low Availability,CORE,Rice,2025,792.6573608
125867,Global,0 percent,CORE,RootTuber,2025,945.4504154
125868,Global,10 percent,CORE,RootTuber,2025,936.5462827
125869,Global,100 percent,CORE,RootTuber,2025,931.8286051
125870,Global,20 percent,CORE,RootTuber,2025,934.5291313
125871,Global,30 percent,CORE,RootTuber,2025,933.5877846
125872,Global,40 percent,CORE,RootTuber,2025,933.0321998
125873,Global,50 percent,CORE,RootTuber,2025,932.6653212
125874,Global,60 percent,CORE,RootTuber,2025,932.4033468
125875,Global,70 percent,CORE,RootTuber,2025,932.2062437
125876,Global,80 percent,CORE,RootTuber,2025,932.0526682
125877,Global,90 percent,CORE,RootTuber,2025,931.928382
