"","region","year","policy","agg.land","hist_value","Protection","value","available","new_managed","new_unmanaged","needed_managed"
"17","Africa_Northern",2050,"CORE","Shrubland",677.9884517448,10,-0.896056550399976,55.050925,71.727458,172.6920273,189.3685603
"18","Africa_Northern",2050,"CORE","urban",10.89136,10,0,71.727458,71.727458,189.3685603,189.3685603
"19","Africa_Southern",2050,"CORE","Biomass",283.879855484507,10,5.60489726300398,16.92283423,16.92283423,25.31851267,25.31851267
"20","Africa_Southern",2050,"CORE","Crops",5862.67105490942,10,-12.7654703827247,16.92283423,16.92283423,25.31851267,25.31851267
"21","Africa_Southern",2050,"CORE","desert",153.7390858,10,0,16.92283423,16.92283423,25.31851267,25.31851267
"22","Africa_Southern",2050,"CORE","Forests (Harvested)",845.0923362,10,-1.17829200000006,16.92283423,16.92283423,25.31851267,25.31851267
"23","Africa_Southern",2050,"CORE","Forests (Unmanaged)",6086.0649429102,10,1.36430441759967,10.04466422,16.92283423,18.44034265,25.31851267
"24","Africa_Southern",2050,"CORE","Grassland",47218.865532386,10,10.1389740480008,14.92214201,16.92283423,23.31782045,25.31851267
"25","Africa_Southern",2050,"CORE","Grazed Pasture",892.5757131,10,-2.49223199999983,16.92283423,16.92283423,25.31851267,25.31851267
"26","Africa_Southern",2050,"CORE","Shrubland",3967.03028320147,10,-0.662983501919825,51.63384167,16.92283423,60.0295201,25.31851267
"27","Africa_Southern",2050,"CORE","urban",9.1793989,10,0,16.92283423,16.92283423,25.31851267,25.31851267
"28","Africa_Western",2050,"CORE","Biomass",1008.22269579218,10,-8.22197541971991,13.00289039,13.00289039,33.42329321,33.42329321
"29","Africa_Western",2050,"CORE","Crops",16705.5854740863,10,-84.753752571818,13.00289039,13.00289039,33.42329321,33.42329321
"30","Africa_Western",2050,"CORE","desert",2678.29155,10,0,13.00289039,13.00289039,33.42329321,33.42329321
"31","Africa_Western",2050,"CORE","Forests (Harvested)",2521.7942279,10,-6.10407599999962,13.00289039,13.00289039,33.42329321,33.42329321
"32","Africa_Western",2050,"CORE","Forests (Unmanaged)",24169.6215521222,10,4.33326683760242,9.10449217,13.00289039,29.52489499,33.42329321
"33","Africa_Western",2050,"CORE","Grassland",54105.8980278718,10,113.546734144446,12.60700109,13.00289039,33.02740391,33.42329321
"34","Africa_Western",2050,"CORE","Grazed Pasture",1733.87448552,10,-19.0631037599996,13.00289039,13.00289039,33.42329321,33.42329321
"35","Africa_Western",2050,"CORE","Shrubland",3240.907713918,10,0.321600804000354,48.72300743,13.00289039,69.14341025,33.42329321
"36","Africa_Western",2050,"CORE","urban",24.14843,10,0,13.00289039,13.00289039,33.42329321,33.42329321
"37","Argentina",2050,"CORE","Biomass",67.8448260861104,10,1.36851678149645,44.25061405,44.25061405,62.33158477,62.33158477
"38","Argentina",2050,"CORE","Crops",5752.91832902334,10,-16.9622318809315,44.25061405,44.25061405,62.33158477,62.33158477
"39","Argentina",2050,"CORE","desert",159.63341015,10,0,44.25061405,44.25061405,62.33158477,62.33158477
"40","Argentina",2050,"CORE","Forests (Harvested)",121.67630703,10,-0.0646128000000203,44.25061405,44.25061405,62.33158477,62.33158477
"41","Argentina",2050,"CORE","Forests (Unmanaged)",1648.6814988244,10,0.211938561599709,22.99959788,44.25061405,41.0805686,62.33158477
"42","Argentina",2050,"CORE","Grassland",20236.7612150246,10,15.5346594527982,49.38132928,44.25061405,67.4623,62.33158477
"43","Argentina",2050,"CORE","Grazed Pasture",1272.3891899,10,-0.186847199999647,44.25061405,44.25061405,62.33158477,62.33158477
"44","Argentina",2050,"CORE","Shrubland",2066.5908320162,10,0.0982702655999219,10.84839752,44.25061405,28.92936824,62.33158477
"45","Argentina",2050,"CORE","urban",5.58801199,10,0,44.25061405,44.25061405,62.33158477,62.33158477
"46","Australia_NZ",2050,"CORE","Biomass",125.316123374095,10,1.46949468827995,44.33188881,44.33188881,45.26764658,45.26764658
"47","Australia_NZ",2050,"CORE","Crops",6293.39276219373,10,-7.31386265594392,44.33188881,44.33188881,45.26764658,45.26764658
"48","Australia_NZ",2050,"CORE","desert",14.034923,10,0,44.33188881,44.33188881,45.26764658,45.26764658
"49","Australia_NZ",2050,"CORE","Forests (Harvested)",636.5589141,10,0.114498000000026,44.33188881,44.33188881,45.26764658,45.26764658
"50","Australia_NZ",2050,"CORE","Forests (Unmanaged)",1909.0719424597,10,1.83028233959976,45.31619823,44.33188881,46.251956,45.26764658
"51","Australia_NZ",2050,"CORE","Grassland",55676.842942737,10,3.22444047599856,33.87383023,44.33188881,34.809588,45.26764658
"52","Australia_NZ",2050,"CORE","Grazed Pasture",2600.801788,10,5.96417999999994,44.33188881,44.33188881,45.26764658,45.26764658
"53","Australia_NZ",2050,"CORE","Shrubland",27572.010561371,10,-5.27088265199563,65.54321614,44.33188881,66.47897391,45.26764658
"54","Australia_NZ",2050,"CORE","urban",13.9596377,10,0,44.33188881,44.33188881,45.26764658,45.26764658
"55","Brazil",2050,"CORE","Biomass",189.866062030343,10,-5.81786578439994,19.54965085,19.54965085,26.54464996,26.54464996
"56","Brazil",2050,"CORE","Crops",10897.5147150324,10,-15.4927963044011,19.54965085,19.54965085,26.54464996,26.54464996
"57","Brazil",2050,"CORE","desert",7.61083,10,0,19.54965085,19.54965085,26.54464996,26.54464996
"58","Brazil",2050,"CORE","Forests (Harvested)",1670.092971,10,-0.529390800000328,19.54965085,19.54965085,26.54464996,26.54464996
"59","Brazil",2050,"CORE","Forests (Unmanaged)",46820.985138151,10,0.504614675999619,26.6326009,19.54965085,33.62760001,26.54464996
"60","Brazil",2050,"CORE","Grassland",28731.9102539056,10,30.814265835721,9.69294094,19.54965085,16.68794005,26.54464996
"61","Brazil",2050,"CORE","Grazed Pasture",5687.04596173,10,-8.67480240000077,19.54965085,19.54965085,26.54464996,26.54464996
"62","Brazil",2050,"CORE","Shrubland",6756.593634492,10,-0.854655707998973,13.09415283,19.54965085,20.08915193,26.54464996
"63","Brazil",2050,"CORE","urban",32.59289,10,0,19.54965085,19.54965085,26.54464996,26.54464996
"64","Canada",2050,"CORE","Biomass",299.43865715924,10,-106.80864010188,70.81586814,70.81586814,85.67931221,85.67931221
"65","Canada",2050,"CORE","Crops",5903.44518807743,10,-18.3982537607999,70.81586814,70.81586814,85.67931221,85.67931221
"66","Canada",2050,"CORE","desert",2396.92824,10,0,70.81586814,70.81586814,85.67931221,85.67931221
"67","Canada",2050,"CORE","Forests (Harvested)",2527.2457771,10,0.464713200000006,70.81586814,70.81586814,85.67931221,85.67931221
"68","Canada",2050,"CORE","Forests (Unmanaged)",45898.0307047727,10,96.6554889515974,63.03481568,70.81586814,77.89825975,85.67931221
"69","Canada",2050,"CORE","Grassland",15009.8708698091,10,21.5715403668,75.50622577,70.81586814,90.369669837,85.67931221
"70","Canada",2050,"CORE","Grazed Pasture",307.6020063,10,-0.007138800000007,70.81586814,70.81586814,85.67931221,85.67931221
"71","Canada",2050,"CORE","Shrubland",10567.226582213,10,6.51363586799926,98.150294391,70.81586814,113.01373846,85.67931221
"72","Canada",2050,"CORE","urban",4.21832,10,0,70.81586814,70.81586814,85.67931221,85.67931221
"73","Central America and Caribbean",2050,"CORE","Biomass",36.762167814848,10,1.31280897804001,23.85075952,23.85075952,31.24262839,31.24262839
"74","Central America and Caribbean",2050,"CORE","Crops",1686.864403566,10,-5.03852195280001,23.85075952,23.85075952,31.24262839,31.24262839
"75","Central America and Caribbean",2050,"CORE","Forests (Harvested)",363.572111,10,-0.319284000000096,23.85075952,23.85075952,31.24262839,31.24262839
"76","Central America and Caribbean",2050,"CORE","Forests (Unmanaged)",3430.734667138,10,1.98179126400009,29.53800353,23.85075952,36.92987239,31.24262839
"77","Central America and Caribbean",2050,"CORE","Grassland",2316.0861269229,10,3.3908897532001,15.3150825,23.85075952,22.70695136,31.24262839
"78","Central America and Caribbean",2050,"CORE","Grazed Pasture",411.0713399,10,-1.34807999999998,23.85075952,23.85075952,31.24262839,31.24262839
"79","Central America and Caribbean",2050,"CORE","Shrubland",53.9705728888,10,0.0204250632000011,31.7276547,23.85075952,39.11952356,31.24262839
"80","Central America and Caribbean",2050,"CORE","urban",7.1515458,10,0,23.85075952,23.85075952,31.24262839,31.24262839
"81","Central Asia",2050,"CORE","Biomass",85.0349623193084,10,6.78386482008,66.56566817,66.56566817,82.16164878,82.16164878
"82","Central Asia",2050,"CORE","Crops",4432.86239341118,10,-0.808695571729004,66.56566817,66.56566817,82.16164878,82.16164878
"83","Central Asia",2050,"CORE","desert",312.4237211,10,0,66.56566817,66.56566817,82.16164878,82.16164878
"84","Central Asia",2050,"CORE","Forests (Harvested)",84.44813373,10,-0.0132548400000019,66.56566817,66.56566817,82.16164878,82.16164878
"85","Central Asia",2050,"CORE","Forests (Unmanaged)",363.528348993681,10,0.280118786987998,39.80330018,66.56566817,55.39928079,82.16164878
"86","Central Asia",2050,"CORE","Grassland",50500.4465088023,10,-5.15154765360057,64.959332,66.56566817,80.55531261,82.16164878
"87","Central Asia",2050,"CORE","Grazed Pasture",862.95410394,10,0.738740400000097,66.56566817,66.56566817,82.16164878,82.16164878
"88","Central Asia",2050,"CORE","Shrubland",7227.8461400251,10,-1.80247641720052,79.20965616,66.56566817,94.805636771,82.16164878
"89","Central Asia",2050,"CORE","urban",9.639523,10,0,66.56566817,66.56566817,82.16164878,82.16164878
"90","China",2050,"CORE","Biomass",31.15726203037,10,-7.34236152840003,45.33055513,45.33055513,75.10762764,75.10762764
"91","China",2050,"CORE","Crops",14954.3967837798,10,-0.705599457542121,45.33055513,45.33055513,75.10762764,75.10762764
"92","China",2050,"CORE","desert",1100.68271,10,0,45.33055513,45.33055513,75.10762764,75.10762764
"93","China",2050,"CORE","Forests (Harvested)",3619.7838242,10,0.0245616000001974,45.33055513,45.33055513,75.10762764,75.10762764
"94","China",2050,"CORE","Forests (Unmanaged)",13229.7317160318,10,5.0618043168015,10.4001999,45.33055513,40.17727241,75.10762764
"95","China",2050,"CORE","Grassland",52385.8326142094,10,5.19954851760122,52.14798068,45.33055513,81.92505319,75.10762764
"96","China",2050,"CORE","Grazed Pasture",6450.98161455,10,-2.62522523999996,45.33055513,45.33055513,75.10762764,75.10762764
"97","China",2050,"CORE","Shrubland",6919.1374731637,10,0.393810059998941,60.55088771,45.33055513,90.327960221,75.10762764
"98","China",2050,"CORE","urban",59.87252,10,0,45.33055513,45.33055513,75.10762764,75.10762764
"99","Colombia",2050,"CORE","Biomass",4.3433550592616,10,-0.263466724800001,21.0977791,21.0977791,28.37463121,28.37463121
"100","Colombia",2050,"CORE","Crops",436.284160081749,10,0.0725169565200758,21.0977791,21.0977791,28.37463121,28.37463121
"101","Colombia",2050,"CORE","desert",5.425585,10,0,21.0977791,21.0977791,28.37463121,28.37463121
"102","Colombia",2050,"CORE","Forests (Harvested)",87.724325,10,-0.0221039999999988,21.0977791,21.0977791,28.37463121,28.37463121
"103","Colombia",2050,"CORE","Forests (Unmanaged)",7011.88549762,10,-0.270503040000222,22.66049651,21.0977791,29.93734862,28.37463121
"104","Colombia",2050,"CORE","Grassland",5294.02160241,10,0.655396200000723,18.47066755,21.0977791,25.74751966,28.37463121
"105","Colombia",2050,"CORE","Grazed Pasture",543.6413,10,-0.158520000000067,21.0977791,21.0977791,28.37463121,28.37463121
"106","Colombia",2050,"CORE","Shrubland",171.7319979839,10,-0.00617769480001584,39.11305741,21.0977791,46.38990952,28.37463121
"107","Colombia",2050,"CORE","urban",2.3182387,10,0,21.0977791,21.0977791,28.37463121,28.37463121
"108","EU-12",2050,"CORE","Biomass",175.792758188176,10,-21.03848664216,17.11021361,17.11021361,39.09248706,39.09248706
"109","EU-12",2050,"CORE","Crops",4389.58580418912,10,-13.2872163422517,17.11021361,17.11021361,39.09248706,39.09248706
"110","EU-12",2050,"CORE","desert",0.02612,10,0,17.11021361,17.11021361,39.09248706,39.09248706
"111","EU-12",2050,"CORE","Forests (Harvested)",1408.4035104,10,-2.47313759999997,17.11021361,17.11021361,39.09248706,39.09248706
"112","EU-12",2050,"CORE","Forests (Unmanaged)",2873.30439977042,10,18.6809814333596,19.38314593,17.11021361,41.36541938,39.09248706
"113","EU-12",2050,"CORE","Grassland",3712.01861158861,10,18.3140985681844,15.33526772,17.11021361,37.31754117,39.09248706
"114","EU-12",2050,"CORE","Grazed Pasture",89.599609767,10,-0.275851643999999,17.11021361,17.11021361,39.09248706,39.09248706
"115","EU-12",2050,"CORE","Shrubland",50.06095872959,10,0.0780082441199994,17.39735861,17.11021361,39.37963206,39.09248706
"116","EU-12",2050,"CORE","urban",14.1534548,10,0,17.11021361,17.11021361,39.09248706,39.09248706
"117","EU-15",2050,"CORE","Biomass",1132.81586136321,10,-111.5492509416,29.12518733,29.12518733,17.7428835,17.7428835
"118","EU-15",2050,"CORE","Crops",9269.14948763908,10,-33.5614620954238,29.12518733,29.12518733,17.7428835,17.7428835
"119","EU-15",2050,"CORE","desert",2104.8525004,10,0,29.12518733,29.12518733,17.7428835,17.7428835
"120","EU-15",2050,"CORE","Forests (Harvested)",4356.346727,10,-14.177975999999,29.12518733,29.12518733,17.7428835,17.7428835
"121","EU-15",2050,"CORE","Forests (Unmanaged)",6525.4546310552,10,100.482353241599,28.42900576,29.12518733,17.04670193,17.7428835
"122","EU-15",2050,"CORE","Grassland",12587.1484941728,10,58.1312089654566,28.74555865,29.12518733,17.36325482,17.7428835
"123","EU-15",2050,"CORE","Grazed Pasture",0,10,0,29.12518733,29.12518733,17.7428835,17.7428835
"124","EU-15",2050,"CORE","Shrubland",2857.69716790064,10,0.686628349919829,32.53597505,29.12518733,21.15367122,17.7428835
"125","EU-15",2050,"CORE","urban",54.524018266,10,0,29.12518733,29.12518733,17.7428835,17.7428835
"126","Europe_Eastern",2050,"CORE","Biomass",79.425997112621,10,-15.5287112028601,10.61135057,10.61135057,49.98782649,49.98782649
"127","Europe_Eastern",2050,"CORE","Crops",4932.64218677814,10,-8.6809483725965,10.61135057,10.61135057,49.98782649,49.98782649
"128","Europe_Eastern",2050,"CORE","desert",4.74434,10,0,10.61135057,10.61135057,49.98782649,49.98782649
"129","Europe_Eastern",2050,"CORE","Forests (Harvested)",405.6137283,10,-0.0593591999999603,10.61135057,10.61135057,49.98782649,49.98782649
"130","Europe_Eastern",2050,"CORE","Forests (Unmanaged)",1962.5908958895,10,12.9143182259998,12.50988804,10.61135057,51.88636396,49.98782649
"131","Europe_Eastern",2050,"CORE","Grassland",2111.79641999015,10,11.3530788258001,8.77866902,10.61135057,48.15514494,49.98782649
"132","Europe_Eastern",2050,"CORE","Grazed Pasture",207.98163267,10,-0.159559919999992,10.61135057,10.61135057,49.98782649,49.98782649
"133","Europe_Eastern",2050,"CORE","Shrubland",50.6326461603,10,0.161829503999996,13.57189549,10.61135057,52.94837141,49.98782649
"134","Europe_Eastern",2050,"CORE","urban",7.888652,10,0,10.61135057,10.61135057,49.98782649,49.98782649
"135","Europe_Non_EU",2050,"CORE","Biomass",70.9522526919,10,-10.9156031916,13.78998855,13.78998855,43.76777171,43.76777171
"136","Europe_Non_EU",2050,"CORE","Crops",3651.13273280489,10,-8.86675996032,13.78998855,13.78998855,43.76777171,43.76777171
"137","Europe_Non_EU",2050,"CORE","desert",1.71252,10,0,13.78998855,13.78998855,43.76777171,43.76777171
"138","Europe_Non_EU",2050,"CORE","Forests (Harvested)",508.495687,10,-0.647411999999804,13.78998855,13.78998855,43.76777171,43.76777171
"139","Europe_Non_EU",2050,"CORE","Forests (Unmanaged)",1733.450909181,10,9.247395504,14.78800237,13.78998855,44.76578553,43.76777171
"140","Europe_Non_EU",2050,"CORE","Grassland",5033.9656932741,10,11.2697201255996,13.42666286,13.78998855,43.40444602,43.76777171
"141","Europe_Non_EU",2050,"CORE","Grazed Pasture",323.4355339,10,-0.871556400000031,13.78998855,13.78998855,43.76777171,43.76777171
"142","Europe_Non_EU",2050,"CORE","Shrubland",902.283454118,10,0.786718787999916,13.8880093,13.78998855,43.86579246,43.76777171
"143","Europe_Non_EU",2050,"CORE","urban",10.2445,10,0,13.78998855,13.78998855,43.76777171,43.76777171
"144","European Free Trade Association",2050,"CORE","Biomass",168.61865338731,10,-36.5753965248359,47.35704295,47.35704295,52.88563725,52.88563725
"145","European Free Trade Association",2050,"CORE","Crops",158.76454262175,10,-1.31041775724,47.35704295,47.35704295,52.88563725,52.88563725
"146","European Free Trade Association",2050,"CORE","desert",184.6527865,10,0,47.35704295,47.35704295,52.88563725,52.88563725
"147","European Free Trade Association",2050,"CORE","Forests (Harvested)",269.0015091,10,-1.14390839999999,47.35704295,47.35704295,52.88563725,52.88563725
"148","European Free Trade Association",2050,"CORE","Forests (Unmanaged)",1392.3599128398,10,26.7836740943999,34.08751251,47.35704295,39.61610682,52.88563725
"149","European Free Trade Association",2050,"CORE","Grassland",1150.47863962564,10,11.65897268352,61.00194123,47.35704295,66.53053553,52.88563725
"150","European Free Trade Association",2050,"CORE","Grazed Pasture",134.298519,10,-0.115773600000011,47.35704295,47.35704295,52.88563725,52.88563725
"151","European Free Trade Association",2050,"CORE","Shrubland",66.4088160743,10,0.702237925200002,98.295030311,47.35704295,103.823624615,52.88563725
"152","European Free Trade Association",2050,"CORE","urban",3.10971322,10,0,47.35704295,47.35704295,52.88563725,52.88563725
"153","Global",2050,"CORE","Biomass",6127.55476359482,10,-666.350319640704,39.82702252,39.82702252,55.57665628,55.57665628
"154","Global",2050,"CORE","Crops",192984.605646487,10,-583.774629265245,39.82702252,39.82702252,55.57665628,55.57665628
"155","Global",2050,"CORE","desert",21070.53343759,10,0,39.82702252,39.82702252,55.57665628,55.57665628
"156","Global",2050,"CORE","Forests (Harvested)",37367.381711171,10,-59.7003047160033,39.82702252,39.82702252,55.57665628,55.57665628
"157","Global",2050,"CORE","Forests (Unmanaged)",319988.83638355,10,654.100658877753,35.15490515,39.82702252,50.90453891,55.57665628
"158","Global",2050,"CORE","Grassland",590634.096551233,10,665.084865659475,36.89702525,39.82702252,52.64665901,55.57665628
"159","Global",2050,"CORE","Grazed Pasture",33220.6418854229,10,-89.8918590589237,39.82702252,39.82702252,55.57665628,55.57665628
"160","Global",2050,"CORE","Shrubland",140548.459026864,10,80.6026824956352,63.00191956,39.82702252,78.75155332,55.57665628
"161","Global",2050,"CORE","urban",575.580762886,10,0,39.82702252,39.82702252,55.57665628,55.57665628
"162","India",2050,"CORE","Biomass",147.918312041018,10,-4.33953405368402,15.45563488,15.45563488,63.38350819,63.38350819
"163","India",2050,"CORE","Crops",20631.6855427741,10,-146.832898338544,15.45563488,15.45563488,63.38350819,63.38350819
"164","India",2050,"CORE","desert",131.04289,10,0,15.45563488,15.45563488,63.38350819,63.38350819
"165","India",2050,"CORE","Forests (Harvested)",3058.6727339,10,-16.7816759999992,15.45563488,15.45563488,63.38350819,63.38350819
"166","India",2050,"CORE","Forests (Unmanaged)",4610.0507558364,10,76.7118603096001,11.41614631,15.45563488,59.34401962,63.38350819
"167","India",2050,"CORE","Grassland",4732.95146957833,10,67.6791832193999,17.8244533,15.45563488,65.75232661,63.38350819
"168","India",2050,"CORE","Grazed Pasture",180.24158836,10,-1.44763223999996,15.45563488,15.45563488,63.38350819,63.38350819
"169","India",2050,"CORE","Shrubland",2355.8074394773,10,25.0021388160001,18.799717,15.45563488,66.72759031,63.38350819
"170","India",2050,"CORE","urban",25.30338,10,0,15.45563488,15.45563488,63.38350819,63.38350819
"171","Indonesia",2050,"CORE","Biomass",40.443725328806,10,-3.22238515715998,18.6941929,18.6941929,33.96216078,33.96216078
"172","Indonesia",2050,"CORE","Crops",5615.69505034409,10,-12.7691677312077,18.6941929,18.6941929,33.96216078,33.96216078
"173","Indonesia",2050,"CORE","Forests (Harvested)",858.353027,10,-0.653976000000057,18.6941929,18.6941929,33.96216078,33.96216078
"174","Indonesia",2050,"CORE","Forests (Unmanaged)",12043.951868054,10,11.4814372319979,16.80889281,18.6941929,32.07686069,33.96216078
"175","Indonesia",2050,"CORE","Grassland",3360.93735433635,10,6.91632452351996,25.3835705,18.6941929,40.65153838,33.96216078
"176","Indonesia",2050,"CORE","Grazed Pasture",338.575017136,10,-1.73769576000007,18.6941929,18.6941929,33.96216078,33.96216078
"177","Indonesia",2050,"CORE","urban",10.4703221,10,0,18.6941929,18.6941929,33.96216078,33.96216078
"178","Japan",2050,"CORE","Biomass",59.46352909822,10,-12.79916320188,33.81382433,33.81382433,29.30395248,29.30395248
"179","Japan",2050,"CORE","Crops",499.51167928939,10,0.364156949400012,33.81382433,33.81382433,29.30395248,29.30395248
"180","Japan",2050,"CORE","desert",0.111519,10,0,33.81382433,33.81382433,29.30395248,29.30395248
"181","Japan",2050,"CORE","Forests (Harvested)",210.066557,10,0.163288799999975,33.81382433,33.81382433,29.30395248,29.30395248
"182","Japan",2050,"CORE","Forests (Unmanaged)",2681.4478185412,10,9.99891101760022,32.16046299,33.81382433,27.65059114,29.30395248
"183","Japan",2050,"CORE","Grassland",588.44203099,10,1.38050651999981,35.73799753,33.81382433,31.22812568,29.30395248
"184","Japan",2050,"CORE","Grazed Pasture",0,10,0,33.81382433,33.81382433,29.30395248,29.30395248
"185","Japan",2050,"CORE","Shrubland",379.17705832707,10,0.890997876359961,42.59028161,33.81382433,38.08040977,29.30395248
"186","Japan",2050,"CORE","urban",13.4527,10,0,33.81382433,33.81382433,29.30395248,29.30395248
"187","Mexico",2050,"CORE","Biomass",93.87897252494,10,3.36458458800001,20.31639649,20.31639649,33.30015798,33.30015798
"188","Mexico",2050,"CORE","Crops",2825.86371311828,10,-7.30655185200021,20.31639649,20.31639649,33.30015798,33.30015798
"189","Mexico",2050,"CORE","desert",0.5904011,10,0,20.31639649,20.31639649,33.30015798,33.30015798
"190","Mexico",2050,"CORE","Forests (Harvested)",347.2903536,10,-0.276944400000104,20.31639649,20.31639649,33.30015798,33.30015798
"191","Mexico",2050,"CORE","Forests (Unmanaged)",4640.7501888013,10,1.70416630439922,15.52190778,20.31639649,28.50566927,33.30015798
"192","Mexico",2050,"CORE","Grassland",10262.2430303813,10,3.76283017679998,19.91190393,20.31639649,32.89566542,33.30015798
"193","Mexico",2050,"CORE","Grazed Pasture",1406.4694859,10,-0.961118399999805,20.31639649,20.31639649,33.30015798,33.30015798
"194","Mexico",2050,"CORE","Shrubland",3474.5240346231,10,-0.282649729200784,27.94799066,20.31639649,40.93175215,33.30015798
"195","Mexico",2050,"CORE","urban",14.8212871,10,0,20.31639649,20.31639649,33.30015798,33.30015798
"196","Middle East",2050,"CORE","Biomass",25.743194904001,10,2.497451364,58.23213257,58.23213257,82.13169803,82.13169803
"197","Middle East",2050,"CORE","Crops",4265.85801424546,10,-1.79057233820367,58.23213257,58.23213257,82.13169803,82.13169803
"198","Middle East",2050,"CORE","desert",1716.6287326,10,0,58.23213257,58.23213257,82.13169803,82.13169803
"199","Middle East",2050,"CORE","Forests (Harvested)",27.5454093,10,-0.026729760000002,58.23213257,58.23213257,82.13169803,82.13169803
"200","Middle East",2050,"CORE","Forests (Unmanaged)",92.054262545284,10,0.0552179722320005,38.55947047,58.23213257,62.45903593,82.13169803
"201","Middle East",2050,"CORE","Grassland",25984.077967647,10,0.787099908000528,57.25788127,58.23213257,81.15744673,82.13169803
"202","Middle East",2050,"CORE","Grazed Pasture",427.59203232,10,1.07118576000005,58.23213257,58.23213257,82.13169803,82.13169803
"203","Middle East",2050,"CORE","Shrubland",10189.2199498943,10,-2.65602594360098,60.90499377,58.23213257,84.80455923,82.13169803
"204","Middle East",2050,"CORE","urban",23.3373403,10,0,58.23213257,58.23213257,82.13169803,82.13169803
"205","Pakistan",2050,"CORE","Biomass",8.227450179,10,-0.204424919999997,24.57674976,24.57674976,77.59222422,77.59222422
"206","Pakistan",2050,"CORE","Crops",2608.8610997301,10,-23.0028403728002,24.57674976,24.57674976,77.59222422,77.59222422
"207","Pakistan",2050,"CORE","desert",306.8867301,10,0,24.57674976,24.57674976,77.59222422,77.59222422
"208","Pakistan",2050,"CORE","Forests (Harvested)",304.1259,10,-1.47240000000005,24.57674976,24.57674976,77.59222422,77.59222422
"209","Pakistan",2050,"CORE","Forests (Unmanaged)",1.6574739308,10,0.0617401344000001,4.38881873,24.57674976,57.40429319,77.59222422
"210","Pakistan",2050,"CORE","Grassland",199.265699907922,10,3.82647372225603,37.52503904,24.57674976,90.540513505,77.59222422
"211","Pakistan",2050,"CORE","Grazed Pasture",777.664064,10,-14.55306,24.57674976,24.57674976,77.59222422,77.59222422
"212","Pakistan",2050,"CORE","Shrubland",2765.525211959,10,35.3490346919998,23.64282792,24.57674976,76.65830238,77.59222422
"213","Pakistan",2050,"CORE","urban",5.76933101,10,0,24.57674976,24.57674976,77.59222422,77.59222422
"214","Russia",2050,"CORE","Biomass",1145.49739756533,10,-299.71478425113,71.76443742,71.76443742,89.42209969,89.42209969
"215","Russia",2050,"CORE","Crops",14246.210497894,10,-20.3709023688443,71.76443742,71.76443742,89.42209969,89.42209969
"216","Russia",2050,"CORE","desert",3157.2969,10,0,71.76443742,71.76443742,89.42209969,89.42209969
"217","Russia",2050,"CORE","Forests (Harvested)",3126.43665119,10,0.305616599999667,71.76443742,71.76443742,89.42209969,89.42209969
"218","Russia",2050,"CORE","Forests (Unmanaged)",58802.3791616451,10,214.154381644206,67.51229578,71.76443742,85.16995805,89.42209969
"219","Russia",2050,"CORE","Grassland",55406.7612434837,10,77.5839738255527,67.4843167,71.76443742,85.14197897,89.42209969
"220","Russia",2050,"CORE","Grazed Pasture",500.96020126984,10,0.589576597080054,71.76443742,71.76443742,89.42209969,89.42209969
